运行模式,场景编号,目标日产氨量(吨),日总成本(元),日增量成本(元),吨氨成本(元/吨),增量吨氨成本(元/吨),总用电量(MWh),新能源发电量(MWh),网购电量(MWh),上网电量(MWh),弃电量(MWh),E_self_supply_MWh,自用新能源电量(MWh),balance_gap_MWh,自发自用率,绿电用电比例,上网比例,自发自用率达标,绿电占比达标,2030绿电占比达标,上网比例达标,is_all_qualified,题面公式自用率,statement_green_load_ratio,statement_sell_ratio,合格情况
连续调节,W3P2,36,139482.02713287668,100812.03013287668,3874.500753691019,2800.3341703576857,558.7199999999998,522.28,237.4062,200.96620000000013,0.0,321.3137999999998,321.31379999999984,-5.684341886080802e-14,0.6152136784866352,0.5750891323024054,0.3847863215133647,是,是,是,否,否,0.2304273569732704,0.5750891323024054,0.3847863215133647,部分满足
连续调节,W3P3,72,579375.8802328767,540705.8832328768,8046.887225456621,7509.803933789955,1056.7199999999998,356.52000000000004,700.1999999999999,0.0,0.0,356.51999999999987,356.52000000000004,-1.7053025658242404e-13,1.0,0.33738360208948454,0.0,是,是,否,是,是,0.9999999999999996,0.33738360208948454,0.0,全满足
连续调节,W3P3,63,464468.0802328767,425798.0832328767,7372.509210045662,6758.699733855186,932.22,356.52000000000004,575.7,0.0,0.0,356.52,356.52000000000004,-5.684341886080802e-14,1.0,0.3824419128531892,0.0,是,是,是,是,是,0.9999999999999999,0.3824419128531892,0.0,全满足
连续调节,W3P3,54,355412.3082328767,316742.31123287673,6581.7094117199385,5865.598356164384,807.72,356.52000000000004,451.2,0.0,0.0,356.52000000000004,356.52000000000004,0.0,1.0,0.4413905808943694,0.0,是,是,是,是,是,1.0,0.4413905808943694,0.0,全满足
连续调节,W3P3,45,264782.00823287666,226112.01123287666,5884.044627397259,5024.711360730593,683.2199999999999,356.52000000000004,326.6999999999999,0.0,0.0,356.52000000000004,356.52000000000004,0.0,1.0,0.5218231316413455,0.0,是,是,是,是,是,1.0,0.5218231316413455,0.0,全满足
连续调节,W3P3,36,182231.53113287673,143561.53413287672,5061.9869759132425,3987.820392579909,558.72,356.52000000000004,237.4062,35.206199999999995,0.0,321.3138,321.3138,0.0,0.9012504207337596,0.5750891323024055,0.0987495792662403,是,是,是,是,是,0.8025008414675194,0.5750891323024055,0.0987495792662403,全满足
连续调节,W3P4,72,618868.6162328768,580198.6192328768,8595.397447678844,8058.314156012178,1056.7199999999998,291.88,764.8399999999999,0.0,0.0,291.8799999999999,291.88,-1.1368683772161603e-13,1.0,0.2762131879778939,0.0,是,否,否,是,否,0.9999999999999996,0.2762131879778939,0.0,部分满足
连续调节,W3P4,63,503960.8162328767,465290.8192328767,7999.378035442487,7385.568559252011,932.22,291.88,640.3399999999999,0.0,0.0,291.8800000000001,291.88,1.1368683772161603e-13,1.0,0.31310205745424896,0.0,是,是,否,是,是,1.0000000000000004,0.31310205745424896,0.0,全满足
连续调节,W3P4,54,389053.01623287663,350383.01923287666,7204.685485794012,6488.574430238456,807.7199999999999,291.88,515.8399999999999,0.0,0.0,291.88,291.88,0.0,1.0,0.36136284851186057,0.0,是,是,是,是,是,1.0,0.36136284851186057,0.0,全满足
连续调节,W3P4,45,296287.5442328766,257617.54723287662,6584.1676496194805,5724.834382952814,683.2199999999999,291.88,391.3399999999999,0.0,0.0,291.88,291.88,0.0,1.0,0.4272123181405697,0.0,是,是,是,是,是,1.0,0.4272123181405697,0.0,全满足
连续调节,W3P4,36,205657.24423287672,166987.24723287672,5712.70122869102,4638.534645357687,558.72,291.88,266.84000000000003,0.0,0.0,291.88,291.88,0.0,1.0,0.5224083619702176,0.0,是,是,是,是,是,1.0,0.5224083619702176,0.0,全满足
连续调节,W4P1,72,355389.29663287674,316719.29963287676,4935.962453234399,4398.879161567733,1056.7199999999998,876.924,353.50199999999995,173.706,0.0,703.2179999999998,703.218,-1.1368683772161603e-13,0.8019144190374536,0.6654724051782877,0.19808558096254636,是,是,是,是,是,0.6038288380749071,0.6654724051782877,0.19808558096254636,全满足
连续调节,W4P1,63,247985.5256328768,209315.52863287678,3936.278184648838,3322.4687084583616,932.22,876.924,229.00200000000004,173.70599999999996,0.0,703.218,703.2180000000001,-1.1368683772161603e-13,0.8019144190374538,0.754347686168501,0.1980855809625463,是,是,是,是,是,0.6038288380749074,0.754347686168501,0.1980855809625463,全满足
连续调节,W4P1,54,176866.4894328767,138196.4924328767,3275.305359868087,2559.1943043125316,807.72,876.924,189.51839999999999,258.72239999999994,0.0,618.2016000000001,618.2016000000001,0.0,0.7049659947726372,0.765366216015451,0.29503400522736284,是,是,是,否,否,0.4099319895452744,0.765366216015451,0.29503400522736284,部分满足
连续调节,W4P1,45,114808.9394328768,76138.9424328768,2551.30976517504,1691.9764985083732,683.2200000000001,876.924,189.51839999999999,383.2223999999999,0.0,493.70160000000016,493.7016000000001,5.684341886080802e-14,0.562992460007937,0.722609993852639,0.43700753999206304,否,是,是,否,否,0.125984920015874,0.722609993852639,0.43700753999206304,部分满足
连续调节,W4P1,36,52751.38943287678,14081.392432876783,1465.3163731354662,391.14978980213283,558.72,876.924,189.51839999999999,507.7223999999999,0.0,369.20160000000004,369.2016000000001,-5.684341886080802e-14,0.4210189252432367,0.6607989690721651,0.5789810747567633,否,是,是,否,否,-0.15796214951352663,0.6607989690721651,0.5789810747567633,部分满足
连续调节,W4P2,72,445192.66853287676,406522.6715328768,6183.231507401066,5646.1482157344,1056.7199999999998,618.364,448.09619999999995,9.740200000000009,0.0,608.6237999999998,608.6238000000001,-2.2737367544323206e-13,0.9842484361961564,0.5759555984555986,0.015751563803843703,是,是,是,是,是,0.9684968723923124,0.5759555984555986,0.015751563803843703,全满足
连续调节,W4P2,63,332646.3185328768,293976.3215328768,5280.100294172647,4666.290817982172,932.22,618.364,323.59620000000007,9.740200000000009,0.0,608.6238,608.6238000000001,-1.1368683772161603e-13,0.9842484361961564,0.6528757160326962,0.015751563803843703,是,是,是,是,是,0.9684968723923125,0.6528757160326962,0.015751563803843703,全满足
连续调节,W4P2,54,243049.2734328767,204379.2764328767,4500.912470979199,3784.8014154236425,807.72,618.364,203.5984,14.24239999999999,0.0,604.1216000000001,604.1216000000001,0.0,0.9769676113098434,0.7479344327242115,0.02303238869015659,是,是,是,是,是,0.9539352226196869,0.7479344327242115,0.02303238869015659,全满足
连续调节,W4P2,45,180991.72343287672,142321.72643287672,4022.0382985083716,3162.705031841705,683.22,618.364,203.5984,138.74239999999998,0.0,479.62160000000006,479.62160000000006,0.0,0.7756298878977431,0.702001697842569,0.22437011210225688,是,是,是,否,否,0.5512597757954862,0.702001697842569,0.22437011210225688,部分满足
连续调节,W4P2,36,118934.17343287666,80264.17643287667,3303.7270398021296,2229.5604564687965,558.7199999999999,618.364,203.5984,263.2424000000001,0.0,355.12159999999994,355.12159999999994,0.0,0.5742921644856427,0.635598510882016,0.42570783551435737,否,是,是,否,否,0.14858432897128523,0.635598510882016,0.42570783551435737,部分满足
连续调节,W4P3,72,542570.0386328767,503900.04163287673,7535.694981012177,6998.61168934551,1056.7199999999998,452.60400000000004,604.116,0.0,0.0,452.6039999999998,452.60400000000004,-2.2737367544323206e-13,1.0,0.42831024301612547,0.0,是,是,是,是,是,0.9999999999999994,0.42831024301612547,0.0,全满足
连续调节,W4P3,63,427662.2386328768,388992.2416328768,6788.289502109155,6174.4800259186795,932.22,452.60400000000004,479.6160000000001,0.0,0.0,452.6039999999999,452.60400000000004,-1.1368683772161603e-13,1.0,0.48551200360429947,0.0,是,是,是,是,是,0.9999999999999998,0.48551200360429947,0.0,全满足
连续调节,W4P3,54,320572.0666328768,281902.06963287684,5936.519752460682,5220.408696905127,807.7200000000001,452.60400000000004,355.1160000000001,0.0,0.0,452.60400000000004,452.60400000000004,0.0,1.0,0.5603476452235923,0.0,是,是,是,是,是,1.0,0.5603476452235923,0.0,全满足
连续调节,W4P3,45,229941.76663287677,191271.76963287676,5109.81703628615,4250.483769619484,683.22,452.60400000000004,230.61600000000004,0.0,0.0,452.604,452.60400000000004,-5.684341886080802e-14,1.0,0.662457188021428,0.0,是,是,是,是,是,0.9999999999999999,0.662457188021428,0.0,全满足
连续调节,W4P3,36,161683.67743287672,123013.68043287672,4491.213262024354,3417.04667869102,558.72,452.60400000000004,203.5984,97.48239999999998,0.0,355.12160000000006,355.12160000000006,0.0,0.7846187837491494,0.6355985108820161,0.21538121625085058,是,是,是,否,否,0.5692375674982988,0.6355985108820161,0.21538121625085058,部分满足
连续调节,W4P4,72,582062.7746328769,543392.7776328769,8084.205203234401,7547.121911567734,1056.7199999999998,387.964,668.7560000000001,0.0,0.0,387.9639999999997,387.964,-2.8421709430404007e-13,1.0,0.36713982890453484,0.0,是,是,是,是,是,0.9999999999999992,0.36713982890453484,0.0,全满足
连续调节,W4P4,63,467154.9746328767,428484.9776328767,7415.158327505979,6801.348851315503,932.22,387.964,544.256,0.0,0.0,387.96400000000006,387.964,5.684341886080802e-14,1.0,0.41617214820535925,0.0,是,是,是,是,是,1.0000000000000002,0.41617214820535925,0.0,全满足
连续调节,W4P4,54,352247.17463287676,313577.1776328768,6523.095826534754,5806.9847709792,807.72,387.964,419.7560000000001,0.0,0.0,387.96399999999994,387.964,-5.684341886080802e-14,1.0,0.48031991284108355,0.0,是,是,是,是,是,0.9999999999999999,0.48031991284108355,0.0,全满足
连续调节,W4P4,45,261447.30263287673,222777.30563287673,5809.940058508372,4950.606791841705,683.22,387.964,295.256,0.0,0.0,387.96400000000006,387.964,5.684341886080802e-14,1.0,0.5678463745206522,0.0,是,是,是,是,是,1.0000000000000002,0.5678463745206522,0.0,全满足
连续调节,W4P4,36,178354.3334328767,139684.3364328767,4954.2870398021305,3880.1204564687973,558.72,387.964,203.5984,32.8424,0.0,355.12160000000006,355.1216,5.684341886080802e-14,0.9153467847532245,0.635598510882016,0.08465321524677547,是,是,是,是,是,0.8306935695064492,0.635598510882016,0.08465321524677547,全满足
连续调节,W5P1,72,372829.90313287673,334159.90613287676,5178.193099067732,4641.109807401066,1056.7199999999998,819.4200000000001,395.9442,158.64419999999998,0.0,660.7757999999998,660.7758000000001,-3.410605131648481e-13,0.8063945229552612,0.625308312514195,0.19360547704473893,是,是,是,是,是,0.6127890459105219,0.625308312514195,0.19360547704473893,全满足
连续调节,W5P1,63,264525.23213287664,225855.23513287664,4198.813208458359,3585.003732267883,932.2199999999998,819.4200000000001,271.4441999999999,158.6442,0.0,660.7757999999999,660.7758000000001,-2.2737367544323206e-13,0.8063945229552612,0.7088195919418165,0.19360547704473896,是,是,是,是,是,0.612789045910522,0.7088195919418165,0.19360547704473896,全满足
连续调节,W5P1,54,188997.40913287667,150327.41213287666,3499.9520209791976,2783.840965423642,807.72,819.4200000000001,212.7502,224.45020000000005,0.0,594.9698000000001,594.9698000000001,0.0,0.7260865002074638,0.7366040211954639,0.2739134997925362,是,是,是,否,否,0.45217300041492764,0.7366040211954639,0.2739134997925362,部分满足
连续调节,W5P1,45,126939.85913287674,88269.86213287673,2820.885758508372,1961.5524918417052,683.22,819.4200000000001,212.7502,348.9502,0.0,470.4698,470.4698000000001,-5.684341886080802e-14,0.5741497644675503,0.688606598167501,0.4258502355324497,否,是,是,否,否,0.14829952893510046,0.688606598167501,0.4258502355324497,部分满足
连续调节,W5P1,36,64882.30913287678,26212.31213287678,1802.2863648021328,728.1197814687995,558.72,819.4200000000001,212.7502,473.4501999999999,0.0,345.9698,345.9698000000002,-1.7053025658242404e-13,0.42221302872763683,0.6192185710194734,0.5777869712723632,否,是,是,否,否,-0.15557394254472656,0.6192185710194734,0.5777869712723632,部分满足
连续调节,W5P2,72,464455.0190328767,425785.02203287673,6450.764153234399,5913.680861567733,1056.7199999999998,560.8599999999999,505.7104,9.850400000000008,0.0,551.0095999999999,551.0095999999999,0.0,0.9824369717933173,0.5214338708456355,0.01756302820668261,是,是,是,是,是,0.9648739435866347,0.5214338708456355,0.01756302820668261,全满足
连续调节,W5P2,63,352667.9990328766,313998.00203287665,5597.904746553597,4984.095270363122,932.22,560.8599999999999,381.21039999999994,9.850400000000008,0.0,551.0096000000001,551.0095999999999,2.2737367544323206e-13,0.9824369717933173,0.5910724936173863,0.01756302820668261,是,是,是,是,是,0.964873943586635,0.5910724936173863,0.01756302820668261,全满足
连续调节,W5P2,54,262037.69903287664,223367.70203287664,4852.549982090308,4136.438926534753,807.7199999999999,560.8599999999999,256.71039999999994,9.850400000000008,0.0,551.0096,551.0095999999999,1.1368683772161603e-13,0.9824369717933173,0.6821789729114048,0.01756302820668261,是,是,是,是,是,0.9648739435866349,0.6821789729114048,0.01756302820668261,全满足
连续调节,W5P2,45,193122.64313287666,154452.64613287666,4291.614291841704,3432.281025175037,683.2199999999998,560.8599999999999,226.83020000000002,104.47020000000012,0.0,456.3897999999998,456.3897999999998,0.0,0.8137321256641584,0.667998302157431,0.18626787433584163,是,是,是,是,是,0.6274642513283168,0.667998302157431,0.18626787433584163,全满足
连续调节,W5P2,36,131065.09313287669,92395.0961328767,3640.697031468797,2566.5304481354638,558.72,560.8599999999999,226.83020000000002,228.97020000000003,0.0,331.88980000000004,331.88979999999987,1.7053025658242404e-13,0.5917515957636486,0.5940181128293239,0.40824840423635145,否,是,是,否,否,0.18350319152729735,0.5940181128293239,0.40824840423635145,部分满足
连续调节,W5P3,72,561407.3482328767,522737.35123287677,7797.324281012177,7260.240989345511,1056.7199999999998,395.1,661.6200000000001,0.0,0.0,395.0999999999997,395.1,-3.410605131648481e-13,1.0,0.3738928003633887,0.0,是,是,是,是,是,0.9999999999999991,0.3738928003633887,0.0,全满足
连续调节,W5P3,63,446499.5482328767,407829.5512328767,7087.294416394868,6473.484940204393,932.22,395.1,537.1200000000001,0.0,0.0,395.0999999999999,395.1,-1.1368683772161603e-13,1.0,0.42382699362811355,0.0,是,是,是,是,是,0.9999999999999997,0.42382699362811355,0.0,全满足
连续调节,W5P3,54,340568.456232877,301898.459232877,6306.823263571796,5590.712208016241,807.7200000000003,395.1,412.62000000000035,0.0,0.0,395.0999999999999,395.1,-1.1368683772161603e-13,1.0,0.489154657554598,0.0,是,是,是,是,是,0.9999999999999997,0.489154657554598,0.0,全满足
连续调节,W5P3,45,249938.15623287673,211268.15923287673,5554.1812496194825,4694.847982952816,683.22,395.1,288.12,0.0,0.0,395.1,395.1,0.0,1.0,0.5782910336348468,0.0,是,是,是,是,是,1.0,0.5782910336348468,0.0,全满足
连续调节,W5P3,36,173814.5971328767,135144.6001328767,4828.183253691019,3754.0166703576856,558.7199999999999,395.1,226.83020000000002,63.21020000000004,0.0,331.8897999999999,331.8898,-5.684341886080802e-14,0.8400146798278916,0.5940181128293243,0.15998532017210843,是,是,是,是,是,0.6800293596557828,0.5940181128293243,0.15998532017210843,全满足
连续调节,W5P4,72,600900.0842328767,562230.0872328767,8345.834503234399,7808.751211567732,1056.7199999999998,330.4599999999999,726.26,0.0,0.0,330.4599999999998,330.4599999999999,-1.1368683772161603e-13,1.0,0.312722386251798,0.0,是,是,否,是,是,0.9999999999999997,0.312722386251798,0.0,全满足
连续调节,W5P4,63,485992.2842328767,447322.2872328767,7714.1632417916935,7100.353765601218,932.22,330.4599999999999,601.76,0.0,0.0,330.46000000000004,330.4599999999999,1.1368683772161603e-13,1.0,0.35448713822917327,0.0,是,是,是,是,是,1.0000000000000004,0.35448713822917327,0.0,全满足
连续调节,W5P4,54,372073.9922328767,333403.99523287674,6890.2591154236425,6174.148059868087,807.72,330.4599999999999,477.26,0.0,0.0,330.46000000000004,330.4599999999999,1.1368683772161603e-13,1.0,0.4091269251720892,0.0,是,是,是,是,是,1.0000000000000004,0.4091269251720892,0.0,全满足
连续调节,W5P4,45,281443.6922328767,242773.69523287672,6254.304271841705,5394.971005175038,683.22,330.4599999999999,352.76,0.0,0.0,330.46000000000004,330.4599999999999,1.1368683772161603e-13,1.0,0.48368022013407086,0.0,是,是,是,是,是,1.0000000000000004,0.48368022013407086,0.0,全满足
连续调节,W5P4,36,190813.3922328767,152143.3952328767,5300.372006468798,4226.205423135464,558.72,330.4599999999999,228.26000000000002,0.0,0.0,330.46000000000004,330.4599999999999,1.1368683772161603e-13,1.0,0.5914590492554408,0.0,是,是,是,是,是,1.0000000000000004,0.5914590492554408,0.0,全满足
连续调节,W6P1,72,396943.3761328767,358273.37913287675,5513.102446289955,4976.019154623288,1056.7199999999998,715.76,431.7862,90.8262,0.0,624.9337999999998,624.9338,-2.2737367544323206e-13,0.8731052308036213,0.5913901506548567,0.12689476919637868,是,是,是,是,是,0.7462104616072424,0.5913901506548567,0.12689476919637868,全满足
连续调节,W6P1,63,288309.5451328767,249639.54813287672,4576.341986236139,3962.532510045662,932.2200000000001,715.76,307.28620000000006,90.8262,0.0,624.9338,624.9338,0.0,0.8731052308036213,0.6703715861062839,0.12689476919637868,是,是,是,是,是,0.7462104616072427,0.6703715861062839,0.12689476919637868,全满足
连续调节,W6P1,54,211541.04513287675,172871.04813287675,3917.42676171994,3201.315706164384,807.72,715.76,243.18619999999999,151.22619999999995,0.0,564.5338,564.5338,0.0,0.7887194031518946,0.6989226464616451,0.21128059684810543,是,是,是,否,否,0.5774388063037891,0.6989226464616451,0.21128059684810543,部分满足
连续调节,W6P1,45,149483.49513287673,110813.49813287673,3321.855447397261,2462.522180730594,683.22,715.76,243.18619999999999,275.72619999999995,0.0,440.03380000000004,440.03380000000004,0.0,0.6147784173465967,0.6440587219343696,0.3852215826534033,是,是,是,否,否,0.22955683469319338,0.6440587219343696,0.3852215826534033,部分满足
连续调节,W6P1,36,87425.94513287678,48755.94813287678,2428.498475913244,1354.3318925799106,558.7200000000001,715.76,243.18619999999999,400.2261999999999,0.0,315.53380000000016,315.5338000000001,5.684341886080802e-14,0.4408374315412989,0.5647440578465064,0.559162568458701,否,是,是,否,否,-0.11832513691740211,0.5647440578465064,0.559162568458701,部分满足
连续调节,W6P2,72,506640.5082328767,467970.51123287674,7036.6737254566215,6499.590433789955,1056.7199999999998,457.20000000000005,599.52,0.0,0.0,457.1999999999998,457.20000000000005,-2.2737367544323206e-13,1.0,0.43265955030660924,0.0,是,是,是,是,是,0.9999999999999996,0.43265955030660924,0.0,全满足
连续调节,W6P2,63,391732.70823287667,353062.7112328767,6217.979495759947,5604.170019569471,932.2199999999999,457.20000000000005,475.0199999999999,0.0,0.0,457.2,457.20000000000005,-5.684341886080802e-14,1.0,0.4904421703031474,0.0,是,是,是,是,是,0.9999999999999999,0.4904421703031474,0.0,全满足
连续调节,W6P2,54,299125.5762328766,260455.57923287663,5539.362522831048,4823.251467275493,807.7199999999998,457.20000000000005,350.51999999999987,0.0,0.0,457.19999999999993,457.20000000000005,-1.1368683772161603e-13,1.0,0.5660377358490568,0.0,是,是,是,是,是,0.9999999999999998,0.5660377358490568,0.0,全满足
连续调节,W6P2,45,215666.2791328767,176996.2821328767,4792.583980730593,3933.2507140639264,683.22,457.20000000000005,257.2662,31.246200000000037,0.0,425.9538,425.9538,0.0,0.9316574803149605,0.6234504259242997,0.06834251968503945,是,是,是,是,是,0.8633149606299211,0.6234504259242997,0.06834251968503945,全满足
连续调节,W6P2,36,153608.72913287664,114938.73213287664,4266.909142579907,3192.7425592465734,558.7199999999998,457.20000000000005,257.2662,155.74620000000013,0.0,301.4537999999998,301.4537999999999,-1.1368683772161603e-13,0.659347769028871,0.5395435996563573,0.34065223097112884,是,是,是,否,否,0.3186955380577419,0.5395435996563573,0.34065223097112884,部分满足
连续调节,W6P3,72,607774.3322328768,569104.3352328768,8441.310169901066,7904.2268782344,1056.7199999999998,291.44,765.28,0.0,0.0,291.4399999999998,291.44,-1.7053025658242404e-13,1.0,0.27579680520857,0.0,是,否,否,是,否,0.9999999999999994,0.27579680520857,0.0,部分满足
连续调节,W6P3,63,492866.53223287675,454196.5352328768,7823.278289410742,7209.468813220266,932.22,291.44,640.78,0.0,0.0,291.44000000000005,291.44,5.684341886080802e-14,1.0,0.31263006586428094,0.0,是,是,否,是,是,1.0000000000000002,0.31263006586428094,0.0,全满足
连续调节,W6P3,54,379917.0002328767,341247.0032328767,7035.500004312531,6319.388948756976,807.7199999999999,291.44,516.28,0.0,0.0,291.43999999999994,291.44,-5.684341886080802e-14,1.0,0.36081810528400937,0.0,是,是,是,是,是,0.9999999999999998,0.36081810528400937,0.0,全满足
连续调节,W6P3,45,289286.7002328767,250616.7032328767,6428.593338508371,5569.260071841704,683.22,291.44,391.78,0.0,0.0,291.44000000000005,291.44,5.684341886080802e-14,1.0,0.42656830889025493,0.0,是,是,是,是,是,1.0000000000000002,0.42656830889025493,0.0,全满足
连续调节,W6P3,36,198656.4002328767,159986.4032328767,5518.233339802131,4444.066756468797,558.72,291.44,267.28000000000003,0.0,0.0,291.44,291.44,0.0,1.0,0.5216208476517754,0.0,是,是,是,是,是,1.0,0.5216208476517754,0.0,全满足
连续调节,W6P4,72,647267.0682328767,608597.0712328767,8989.820392123287,8452.737100456621,1056.7199999999998,226.8,829.9200000000001,0.0,0.0,226.79999999999973,226.8,-2.8421709430404007e-13,1.0,0.2146263910969794,0.0,是,否,否,是,否,0.9999999999999988,0.2146263910969794,0.0,部分满足
连续调节,W6P4,63,532359.2682328768,493689.2712328768,8450.147114807569,7836.337638617092,932.22,226.8,705.4200000000001,0.0,0.0,226.79999999999995,226.8,-5.684341886080802e-14,1.0,0.2432902104653408,0.0,是,否,否,是,否,0.9999999999999998,0.2432902104653408,0.0,部分满足
连续调节,W6P4,54,417451.46823287674,378781.47123287676,7730.582745053273,7014.471689497718,807.72,226.8,580.9200000000001,0.0,0.0,226.79999999999995,226.8,-5.684341886080802e-14,1.0,0.28079037290150055,0.0,是,否,否,是,否,0.9999999999999998,0.28079037290150055,0.0,部分满足
连续调节,W6P4,45,321365.5752328767,282695.5782328767,7141.45722739726,6282.123960730594,683.2199999999999,226.8,456.41999999999996,0.0,0.0,226.79999999999995,226.8,-5.684341886080802e-14,1.0,0.3319574953894793,0.0,是,是,否,是,是,0.9999999999999998,0.3319574953894793,0.0,全满足
连续调节,W6P4,36,230735.27523287674,192065.27823287674,6409.313200913242,5335.14661757991,558.72,226.8,331.92,0.0,0.0,226.8,226.8,0.0,1.0,0.4059278350515464,0.0,是,是,是,是,是,1.0,0.4059278350515464,0.0,全满足
