折算年天数,全年合成氨产量(吨),离网全年成本(元),联网全年成本(元),离网全年吨氨成本(元/吨),联网全年吨氨成本(元/吨),电网支撑全年价值(元),电网支撑价值(元/吨)
360.0,10029.350036681868,41959191.5481847,35438298.523710005,4183.640155615365,3533.4591368429783,6520893.024474695,650.1810187723871
