储能容量(MWh),储能功率(MW),设计场景,扩容基准方法,扩容后风电装机(MW),扩容后光伏装机(MW),折算年天数,全年合成氨产量(吨),全年总成本(元),全年储能成本(元),平均产量提升(吨/日),mean_curtail_reduction_MWh,最坏场景日产氨量(吨),最坏场景产量缺口(吨/日),最坏场景编号,全年平均吨氨成本(元/吨)
130.0,32.5,全部场景Minimax,日能量Minimax固定比例含储能损耗裕度,307.064113494467,491.3025815911472,360,25920.0,233493952.97430083,9723071.842006292,2.0943541802898102,95.11388108478087,72.0,0.0,W1P1,9008.254358576422
