总用电量(MWh),新能源发电量(MWh),网购电量(MWh),上网电量(MWh),弃电量(MWh),自用新能源电量(MWh),自发自用率,绿电用电比例,上网比例,题面公式自用率,自发自用率达标,绿电占比达标,2030绿电占比达标,上网比例达标,合格情况,常规负荷基准电费(元),合成氨装置日折旧(元),日总成本(元),日增量成本(元),吨氨成本(元/吨),增量吨氨成本(元/吨)
558.72,603.448,172.04379999999998,216.77179999999998,0.0,386.6762,0.6407779957842267,0.692075100229095,0.3592220042157733,0.2815559915684534,是,是,是,否,部分满足,38669.996999999996,1643.835616438356,157247.99751643836,118578.00051643836,4367.999931012177,3293.8333476788434
