cluster_id,probability,expected_days,daily_NH3_t,unit_cost,R_self,R_green,R_sell,class,E_buy_MWh,E_sell_MWh,wind_mean_pu,pv_mean_pu
1,0.23916666666666667,86.1,72,5360.582988778003,0.8387801564838783,0.6081375170513856,0.16121984351612173,全满足,414.08892298146,123.51851778400666,0.26757385879002343,0.3315616473724767
2,0.17416666666666666,62.699999999999996,72,8901.509547530917,1.0,0.21524655802397982,0.0,部分满足,829.2646572049001,0.0,0.18332589728639861,0.033504219661560704
3,0.16666666666666666,60.0,72,6978.660162440643,0.9945732281614796,0.44125987083620866,0.005426771838520442,全满足,590.4318692899617,2.544246340765902,0.2277081693175194,0.16291180631900104
4,0.08833333333333333,31.8,72,8351.21439598943,1.0,0.30363607522185343,0.0,全满足,735.8616865915631,0.0,0.2829962698340333,0.032019462479013626
5,0.0875,31.499999999999996,72,6288.240817875053,0.9877649943471456,0.5544290670164325,0.012235005652854411,全满足,470.8437163023956,7.256988943661931,0.3562924100058263,0.16347171812218295
6,0.0875,31.499999999999996,72,8433.057284109389,1.0,0.28896336658709776,0.0,部分满足,751.3666312600822,0.0,0.26196705976702866,0.03506835375232447
7,0.08416666666666667,30.3,72,7790.52380876283,1.0,0.3996249776143131,0.0,全满足,634.4282936554032,0.0,0.3822899782376516,0.03599825991956467
8,0.0725,26.099999999999998,72,8039.905813138549,1.0,0.34697351173382673,0.0,全满足,690.0661506806307,0.0,0.3229606560553159,0.036856523116058616
