design_scenario_id,capacity_basis_method,wind_cap_MW,pv_cap_MW,E_cap_MWh,P_cap_MW,duration_h,daily_NH3_t,mean_daily_NH3_t,delta_NH3_t,mean_delta_NH3_t,worst_shortfall_t,worst_case_scenario_id,curtail_MWh,mean_curtail_MWh,curtail_reduction_MWh,storage_charge_MWh,storage_discharge_MWh,max_SOC_MWh,unserved_base_MWh,storage_daily_cost,storage_unit_cost_yuan_per_t,incremental_storage_cost_yuan_per_added_t
W4P1,max_curtailment_original_capacity,40.0,64.0,100.0,25.0,4.0,52.90730828910964,29.111495349908623,6.420884192724095,1.1530025788242853,64.67835877380573,W2P4,61.28918019136223,6.04841104835069,112.41681980863777,112.41681980863777,89.3864313326834,100.0,0.0,19389.008380734776,366.4712684830685,3019.678878916033
W4P1,max_curtailment_original_capacity,40.0,64.0,110.0,27.5,4.0,53.552514261209865,29.219036694712475,7.066090164824317,1.2605439236281377,64.67835877380573,W2P4,50.11140241358446,4.191207885960787,123.59459758641553,123.59459758641553,98.3117806134031,110.0,0.0,21327.270176777398,398.24965215919946,3018.2561613700627
W4P1,max_curtailment_original_capacity,40.0,64.0,120.0,30.0,4.0,54.19772023331008,29.307348484674367,7.711296136924531,1.34885571359003,64.67835877380573,W2P4,38.95182098653509,2.6635258389562626,134.7541790134649,134.75417901346492,107.2371298941228,120.0,0.0,23265.35000931273,429.26805609461366,3017.0479250446174
W4P1,max_curtailment_original_capacity,40.0,64.0,130.0,32.5,4.0,54.8429262054103,29.363700490816456,8.356502109024753,1.4052077197321182,64.67835877380573,W2P4,27.796265430979524,1.6902845868719538,145.90973456902046,145.9097345690205,116.16247917484255,130.0,0.0,25203.389583133125,459.5558867288666,3016.021447049511
W4P1,max_curtailment_original_capacity,40.0,64.0,140.0,35.0,4.0,55.48778562930227,29.417497557070693,9.001361532916725,1.4590047859863553,64.67835877380573,W2P4,16.77148952193123,0.767040897791169,156.93451047806877,156.93451047806866,125.08303453868149,140.0,0.0,27140.121360488447,489.1188403481027,3015.1129094460657
W4P1,max_curtailment_original_capacity,40.0,64.0,150.0,37.5,4.0,56.13098118801251,29.448268582475475,9.644557091626965,1.4897758113911372,64.67835877380573,W2P4,5.525510277895327,0.2302295949123053,168.18048972210465,168.18048972210465,133.98057310083976,150.0,0.0,29079.065171193648,518.0573108777912,3015.075227916788
W4P1,max_curtailment_original_capacity,40.0,64.0,160.0,40.0,4.0,56.45064246517819,29.46159607805437,9.964218368792643,1.5031033069700328,64.67835877380573,W2P4,0.0,0.0,173.706,173.706,138.4025541016316,154.97175533160555,0.0,30960.804292237444,548.4579615074487,3107.198492277618
W4P1,max_curtailment_original_capacity,40.0,64.0,170.0,42.5,4.0,56.45064246517819,29.46159607805437,9.964218368792643,1.5031033069700328,64.67835877380573,W2P4,0.0,0.0,173.706,173.706,138.4025541016316,154.97175533160555,0.0,32787.288310502285,580.8133774691272,3290.502786770529
W4P1,max_curtailment_original_capacity,40.0,64.0,180.0,45.0,4.0,56.45064246517819,29.46159607805437,9.964218368792643,1.5031033069700328,64.67835877380573,W2P4,0.0,0.0,173.706,173.706,138.4025541016316,154.97175533160555,0.0,34613.77232876712,613.1687934308057,3473.807081263439
W4P1,max_curtailment_original_capacity,40.0,64.0,190.0,47.5,4.0,56.45064246517819,29.4615721516561,9.964218368792643,1.5030793805717622,64.67835877380573,W2P4,0.0,0.0,173.706,173.706,138.4025541016316,154.97175533160555,0.0,36440.25634703196,645.5242093924844,3657.1113757563503
