E_cap_MWh,P_cap_MW,design_scenario_id,capacity_basis_method,wind_cap_MW,pv_cap_MW,annual_days,annual_NH3_t,annual_total_cost,annual_storage_cost,mean_delta_NH3_t,mean_curtail_reduction_MWh,worst_daily_NH3_t,worst_shortfall_t,worst_case_scenario_id,annual_average_unit_cost
130.0,32.5,ALL_MINIMAX,minimax_daily_energy_fixed_ratio_storage_loss_margin,307.064113494467,491.3025815911472,360,25920.0,233493952.97430083,9723071.842006292,2.0943541802898102,95.11388108478087,72.0,0.0,W1P1,9008.254358576422
