mode,scenario_id,Q_day,hard_policy_feasible,soft_violation_score,unit_cost
continuous,W2P3,72,False,0.0780074191838897,8770.396203234399
continuous,W2P3,63,False,0.04835982922486104,8199.376613220265
continuous,W2P3,54,False,0.0095726241766948,7439.6428820903075
continuous,W2P3,45,True,0.0,6899.99625850837
continuous,W2P3,36,True,0.0,6107.486989802133
continuous,W2P4,72,False,0.1391778332954803,9318.906425456622
continuous,W2P4,63,False,0.11769968462380123,8826.245438617094
continuous,W2P4,54,False,0.08960035655920359,8169.364122831047
continuous,W2P4,45,False,0.056171950469833865,7617.048394063928
continuous,W2P4,36,False,0.0018395618556701354,7003.802159246579
continuous,W3P1,72,True,0.0,5282.333793512177
continuous,W3P1,63,True,0.0,4316.853049728204
continuous,W3P1,54,False,0.05158316684596059,3655.821169127348
continuous,W3P1,45,False,0.22205368577429418,3007.928736286149
continuous,W3P1,36,False,0.540941037856667,2036.0900870243536
continuous,W3P2,72,True,0.0,6664.22101434551
continuous,W3P2,63,True,0.0,5811.212587823442
continuous,W3P2,54,True,0.0,5101.409130238459
continuous,W3P2,45,True,0.0,4478.6572696194835
continuous,W3P2,36,False,0.18478632151336427,3874.5007536910207
continuous,W3P3,72,True,0.0,8046.887225456621
continuous,W3P3,63,True,0.0,7372.509210045664
continuous,W3P3,54,True,0.0,6581.709411719941
continuous,W3P3,45,True,0.0,5884.04462739726
continuous,W3P3,36,True,0.0,5061.986975913241
continuous,W3P4,72,False,0.023786812022106085,8595.397447678844
continuous,W3P4,63,True,0.0,7999.378035442492
continuous,W3P4,54,True,0.0,7204.685485794015
continuous,W3P4,45,True,0.0,6584.167649619481
continuous,W3P4,36,True,0.0,5712.70122869102
continuous,W4P1,72,True,0.0,4935.962453234399
continuous,W4P1,63,True,0.0,3936.278184648837
continuous,W4P1,54,False,0.09439061993969805,3272.9075098680883
continuous,W4P1,45,False,0.2727283094087965,2548.4323451750406
continuous,W4P1,36,False,0.556675378938197,1461.719598135467
continuous,W4P2,72,True,0.0,6183.231507401066
continuous,W4P2,63,True,0.0,5280.1002941726465
continuous,W4P2,54,True,0.0,4498.514620979199
continuous,W4P2,45,False,0.02345770452354895,4019.1608785083718
continuous,W4P2,36,False,0.2495908558712987,3300.1302648021306
continuous,W4P3,72,True,0.0,7535.694981012177
continuous,W4P3,63,True,0.0,6788.289502109154
continuous,W4P3,54,True,0.0,5936.519752460678
continuous,W4P3,45,True,0.0,5109.817036286149
continuous,W4P3,36,False,0.014134651925303027,4487.616487024353
continuous,W4P4,72,True,0.0,8084.205203234401
continuous,W4P4,63,True,0.0,7415.158327505979
continuous,W4P4,54,True,0.0,6523.0958265347535
continuous,W4P4,45,True,0.0,5809.940058508372
continuous,W4P4,36,True,0.0,4950.6902648021305
continuous,W5P1,72,True,0.0,5178.193099067732
continuous,W5P1,63,True,0.0,4198.81320845836
continuous,W5P1,54,False,0.07391349979253609,3499.9520209791986
continuous,W5P1,45,False,0.2517004710648992,2820.8857585083724
continuous,W5P1,36,False,0.5555739425447264,1802.2863648021319
continuous,W5P2,72,True,0.0,6450.764153234399
continuous,W5P2,63,True,0.0,5597.9047465536
continuous,W5P2,54,True,0.0,4852.54998209031
continuous,W5P2,45,True,0.0,4291.6142918417045
continuous,W5P2,36,False,0.21649680847270225,3640.6970314687983
continuous,W5P3,72,True,0.0,7797.324281012177
continuous,W5P3,63,True,0.0,7087.294416394874
continuous,W5P3,54,True,0.0,6306.823263571794
continuous,W5P3,45,True,0.0,5554.181249619483
continuous,W5P3,36,True,0.0,4828.18325369102
continuous,W5P4,72,True,0.0,8345.834503234399
continuous,W5P4,63,True,0.0,7714.163241791695
continuous,W5P4,54,True,0.0,6890.259115423644
continuous,W5P4,45,True,0.0,6254.304271841704
continuous,W5P4,36,True,0.0,5300.372006468799
continuous,W6P1,72,True,0.0,5513.102446289955
continuous,W6P1,63,True,0.0,4576.34198623614
continuous,W6P1,54,False,0.011280596848105284,3917.4267617199393
continuous,W6P1,45,False,0.18522158265340322,3321.855447397261
continuous,W6P1,36,False,0.5183251369174021,2428.498475913242
continuous,W6P2,72,True,0.0,7036.6737254566215
continuous,W6P2,63,True,0.0,6217.979495759946
continuous,W6P2,54,True,0.0,5539.362522831047
continuous,W6P2,45,True,0.0,4792.58398073059
continuous,W6P2,36,False,0.1406522309711284,4266.909142579909
continuous,W6P3,72,False,0.024203194791430016,8441.310169901066
continuous,W6P3,63,True,0.0,7823.278289410743
continuous,W6P3,54,True,0.0,7035.500004312532
continuous,W6P3,45,True,0.0,6428.593338508371
continuous,W6P3,36,True,0.0,5518.233339802132
continuous,W6P4,72,False,0.08537360890302059,8989.820392123287
continuous,W6P4,63,False,0.05670978953465919,8450.147114807569
continuous,W6P4,54,False,0.019209627098499438,7730.582745053273
continuous,W6P4,45,True,0.0,7141.45722739726
continuous,W6P4,36,True,0.0,6409.3132009132405
