mode,scenario_id,Q_day,hard_policy_feasible,soft_violation_score,unit_cost
discrete,W1P1,72,True,0.0,5430.083217123288
discrete,W1P1,63,False,0.005011263330900406,4522.339738617091
discrete,W1P1,54,False,0.04826087869733939,3737.744639497717
discrete,W1P1,45,False,0.2185059939823884,3096.740700730594
discrete,W1P1,36,False,0.545378883748773,2147.105042579909
discrete,W1P2,72,True,0.0,6802.670396289955
discrete,W1P2,63,True,0.0,6034.9498481409
discrete,W1P2,54,True,0.0,5439.896433942161
discrete,W1P2,45,False,0.035097892703555594,4884.434500730594
discrete,W1P2,36,False,0.22267311070659213,4118.609459246574
discrete,W1P3,72,True,0.0,8163.381703234399
discrete,W1P3,63,True,0.0,7577.111341791693
discrete,W1P3,54,True,0.0,7069.075382090308
discrete,W1P3,45,False,0.039393795711288454,6499.279791841705
discrete,W1P3,36,False,0.16928912649209943,5801.578206468797
discrete,W1P4,72,False,0.0418388977212506,8711.89192545662
discrete,W1P4,63,False,0.017365214219819347,8195.355405283757
discrete,W1P4,54,True,0.0,7599.177900608828
discrete,W1P4,45,False,0.028780369789299293,7038.161034063927
discrete,W1P4,36,False,0.07614844357120859,6362.571984246574
discrete,W2P1,72,True,0.0,5835.934883789954
discrete,W2P1,63,True,0.0,4965.794214807567
discrete,W2P1,54,False,0.0060791860422762245,4235.584545053272
discrete,W2P1,45,False,0.16263309981423696,3594.7801873972594
discrete,W2P1,36,False,0.5031664703811177,2769.6544009132394
discrete,W2P2,72,True,0.0,7365.7597587899545
discrete,W2P2,63,True,0.0,6658.104548140901
discrete,W2P2,54,True,0.0,6123.593400608828
discrete,W2P2,45,True,0.0,5527.297767397261
discrete,W2P2,36,False,0.14988959494834442,4795.759459246574
discrete,W2P3,72,False,0.0780074191838897,8770.396203234399
discrete,W2P3,63,False,0.056493317028169315,8250.466198934551
discrete,W2P3,54,False,0.0632771257366414,7779.018009868089
discrete,W2P3,45,False,0.2022324185445214,7285.9586985083715
discrete,W2P3,36,False,0.21194248577257724,6654.02153980213
discrete,W2P4,72,False,0.1391778332954803,9318.906425456622
discrete,W2P4,63,False,0.12129947866383467,8848.85713861709
discrete,W2P4,54,False,0.10844129153667109,8288.996083942162
discrete,W2P4,45,False,0.12203505715959323,7777.185720730594
discrete,W2P4,36,False,0.09368497367760353,7216.48284257991
discrete,W3P1,72,True,0.0,5282.333793512177
discrete,W3P1,63,False,0.004797909943138168,4439.057064013917
discrete,W3P1,54,False,0.05992059833000363,3683.489519127347
discrete,W3P1,45,False,0.22205368577429452,3007.9287362861487
discrete,W3P1,36,False,0.5409410378566673,2036.0900870243527
discrete,W3P2,72,True,0.0,6664.22101434551
discrete,W3P2,63,True,0.0,5962.295792585345
discrete,W3P2,54,True,0.0,5371.613169127347
discrete,W3P2,45,False,0.02419085547981928,4717.326689619483
discrete,W3P2,36,False,0.19951826606418016,3937.2337786910193
discrete,W3P3,72,True,0.0,8046.887225456621
discrete,W3P3,63,True,0.0,7529.548605283759
discrete,W3P3,54,True,0.0,7032.137745053273
discrete,W3P3,45,False,0.08169527656232467,6480.329427397259
discrete,W3P3,36,False,0.2027386962863234,5749.785725913242
discrete,W3P4,72,False,0.023786812022106085,8595.397447678844
discrete,W3P4,63,False,0.0048462809208126845,8112.118497347248
discrete,W3P4,54,True,0.0,7552.635558016236
discrete,W3P4,45,False,0.06268397971769218,6975.195869619482
discrete,W3P4,36,False,0.12884198985884615,6324.589028691019
discrete,W4P1,72,True,0.0,4935.962453234399
discrete,W4P1,63,False,0.018418015700334356,4054.660327505979
discrete,W4P1,54,False,0.09439061993969833,3272.9075098680873
discrete,W4P1,45,False,0.272728309408797,2548.432345175039
discrete,W4P1,36,False,0.5566753789381975,1461.7195981354646
discrete,W4P2,72,True,0.0,6183.231507401066
discrete,W4P2,63,True,0.0,5445.852737029789
discrete,W4P2,54,True,0.0,4794.593048756976
discrete,W4P2,45,False,0.062450595442166745,4142.131058508371
discrete,W4P2,36,False,0.24959085587129903,3300.130264802131
discrete,W4P3,72,True,0.0,7535.694981012177
discrete,W4P3,63,True,0.0,6968.870454490106
discrete,W4P3,54,True,0.0,6397.622124682902
discrete,W4P3,45,False,0.039118964922979005,5741.755322952816
discrete,W4P3,36,False,0.16780585235658535,4931.011762024353
discrete,W4P4,72,True,0.0,8084.205203234401
discrete,W4P4,63,True,0.0,7528.734313220266
discrete,W4P4,54,True,0.0,6912.584009868088
discrete,W4P4,45,False,0.02093854068934231,6247.092678508371
discrete,W4P4,36,False,0.10206514006454204,5492.00553980213
discrete,W5P1,72,True,0.0,5178.193099067732
discrete,W5P1,63,False,0.034930072490297975,4322.168365601217
discrete,W5P1,54,False,0.08568060335359151,3540.931370979198
discrete,W5P1,45,False,0.2517004710648994,2820.885758508372
discrete,W5P1,36,False,0.5555739425447266,1802.2863648021312
discrete,W5P2,72,True,0.0,6450.764153234399
discrete,W5P2,63,True,0.0,5720.474332267884
discrete,W5P2,54,True,0.0,5086.887132090308
discrete,W5P2,45,False,0.034009200156901925,4469.505111841704
discrete,W5P2,36,False,0.24093071354705292,3684.3785314687975
discrete,W5P3,72,True,0.0,7797.324281012177
discrete,W5P3,63,True,0.0,7246.463049728201
discrete,W5P3,54,True,0.0,6776.538596905126
discrete,W5P3,45,False,0.05523563654770941,6221.17987628615
discrete,W5P3,36,False,0.19746443938243485,5426.336753691019
discrete,W5P4,72,True,0.0,8345.834503234399
discrete,W5P4,63,True,0.0,7864.7071132202655
discrete,W5P4,54,True,0.0,7309.578670979198
discrete,W5P4,45,False,0.08057374568782916,6727.168111841704
discrete,W5P4,36,False,0.13354778187980398,6003.051281468797
discrete,W6P1,72,True,0.0,5513.102446289955
discrete,W6P1,63,True,0.0,4693.5480005218515
discrete,W6P1,54,False,0.031181401587124513,3977.964611719939
discrete,W6P1,45,False,0.18522158265340338,3321.8554473972595
discrete,W6P1,36,False,0.5183251369174027,2428.4984759132403
discrete,W6P2,72,True,0.0,7036.6737254566215
discrete,W6P2,63,True,0.0,6378.71136718852
discrete,W6P2,54,True,0.0,5861.4603394977175
discrete,W6P2,45,False,0.030087489063867073,5253.671560730593
discrete,W6P2,36,False,0.19695975503062124,4492.7303675799085
discrete,W6P3,72,False,0.024203194791430016,8441.310169901066
discrete,W6P3,63,False,0.010898929437257343,7971.073017982171
discrete,W6P3,54,False,0.012503499886539676,7459.393782090308
discrete,W6P3,45,False,0.15886042367895353,6934.362378508371
discrete,W6P3,36,False,0.2359744715893493,6294.824364802131
discrete,W6P4,72,False,0.08537360890302059,8989.820392123287
discrete,W6P4,63,False,0.067792795692004,8519.763767188519
discrete,W6P4,54,False,0.059986133808745595,7989.496300608828
discrete,W6P4,45,False,0.09005203836362169,7408.351400730593
discrete,W6P4,36,False,0.10216565528464155,6813.068667579908
continuous,W1P1,72,True,0.0,5430.083217123288
continuous,W1P1,63,True,0.0,4454.944533855187
continuous,W1P1,54,False,0.04581655210800187,3729.8311394977172
continuous,W1P1,45,False,0.21850599398238768,3096.7407007305947
continuous,W1P1,36,False,0.5453788837487723,2147.1050425799094
continuous,W1P2,72,True,0.0,6802.670396289955
continuous,W1P2,63,True,0.0,5950.5471195694745
continuous,W1P2,54,True,0.0,5240.279861719941
continuous,W1P2,45,True,0.0,4567.469234063925
continuous,W1P2,36,False,0.1811062710153334,3985.515709246576
continuous,W1P3,72,True,0.0,8163.381703234399
continuous,W1P3,63,True,0.0,7505.64575607741
continuous,W1P3,54,True,0.0,6704.753993201421
continuous,W1P3,45,True,0.0,6031.6981251750385
continuous,W1P3,36,True,0.0,5173.001931468798
continuous,W1P4,72,False,0.0418388977212506,8711.89192545662
continuous,W1P4,63,False,0.007360923387183305,8132.514581474234
continuous,W1P4,54,True,0.0,7360.011456164384
continuous,W1P4,45,True,0.0,6733.2598140639275
continuous,W1P4,36,True,0.0,5899.066434246578
continuous,W2P1,72,True,0.0,5835.934883789954
continuous,W2P1,63,True,0.0,4908.635200521853
continuous,W2P1,54,True,0.0,4144.864045053274
continuous,W2P1,45,False,0.16263309981423657,3594.780187397261
continuous,W2P1,36,False,0.5031664703811172,2769.654400913243
continuous,W2P2,72,True,0.0,7365.7597587899545
continuous,W2P2,63,True,0.0,6594.077819569472
continuous,W2P2,54,True,0.0,5932.1982894977145
continuous,W2P2,45,True,0.0,5104.631280730594
continuous,W2P2,36,False,0.09714545490877807,4608.065067579909
