scenario_id,wind_scenario,pv_scenario,Q_day,H_on,total_cost,incremental_total_cost,unit_cost,incremental_unit_cost,E_load,E_re,E_buy,E_sell,E_curtail,E_self,R_self,R_green,R_sell,class,pass_self,pass_green,pass_green_2030,pass_sell,on_hours
W5P2,5,2,63,21,360389.8829328767,321719.8859328767,5720.474332267884,5106.664856077408,932.22,560.8599999999999,406.75260000000003,35.39260000000006,0.0,525.4673999999999,0.9368958385336804,0.5636731672781102,0.0631041614663197,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 22 23
W5P2,5,2,54,18,274691.90513287665,236021.90813287665,5086.887132090308,4370.776076534753,807.72,560.8599999999999,303.7442,56.88420000000006,0.0,503.9757999999998,0.8985768284420352,0.6239486455702469,0.10142317155796467,全满足,True,True,True,True,0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 23
W5P2,5,2,45,15,201127.7300328767,162457.73303287668,4469.505111841704,3610.1718451750376,683.22,560.8599999999999,253.6064,131.2464,0.0,429.6135999999999,0.765990799843098,0.6288071192295306,0.23400920015690194,部分满足,True,True,True,False,0 1 2 3 4 5 6 9 10 11 12 13 14 16 23
W5P2,5,2,36,12,132637.62713287672,93967.63013287671,3684.3785314687975,2610.2119481354644,558.72,560.8599999999999,233.68220000000002,235.8222,0.0,325.0377999999999,0.5795346432264735,0.5817543671248566,0.4204653567735265,部分满足,False,True,True,False,0 1 2 3 4 5 6 9 11 12 13 23
W5P3,5,3,72,24,561407.3482328767,522737.35123287677,7797.324281012177,7260.240989345511,1056.7199999999998,395.1,661.6200000000001,0.0,0.0,395.1,1.0,0.3738928003633887,0.0,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W5P3,5,3,63,21,456527.1721328767,417857.1751328767,7246.463049728201,6632.653573537726,932.22,395.1,560.7421999999999,23.62220000000002,0.0,371.4778,0.9402120982029866,0.39848726695415243,0.05978790179701347,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 22 23
W5P3,5,3,54,18,365933.0842328768,327263.0872328768,6776.538596905126,6060.427541349571,807.72,395.1,476.588,63.96800000000001,0.0,331.132,0.8380966843837003,0.409958896647353,0.1619033156162997,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 11 12 13 15 16 17 21 23
W5P3,5,3,45,15,279953.09443287674,241283.09743287673,6221.17987628615,5361.846609619483,683.22,395.1,388.96360000000004,100.8436,0.0,294.25640000000004,0.7447643634522906,0.43069055355522384,0.2552356365477094,部分满足,True,True,True,False,0 1 2 3 4 5 6 8 9 12 13 15 16 17 23
W5P3,5,3,36,12,195348.1231328767,156678.1261328767,5426.336753691019,4352.170170357686,558.7199999999999,395.1,320.6582000000001,157.03820000000002,0.0,238.0618,0.6025355606175652,0.4260842640320734,0.39746443938243486,部分满足,True,True,True,False,0 1 2 3 4 5 6 8 9 15 16 23
W5P4,5,4,72,24,600900.0842328767,562230.0872328767,8345.834503234399,7808.751211567732,1056.7199999999998,330.4599999999999,726.26,0.0,0.0,330.4599999999999,1.0,0.312722386251798,0.0,全满足,True,True,False,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W5P4,5,4,63,21,495476.54813287675,456806.5511328768,7864.7071132202655,7250.8976370297905,932.22,330.4599999999999,624.1022,22.3422,0.0,308.11779999999993,0.9323906070326212,0.33052047799875556,0.06760939296737882,全满足,True,True,False,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 22 23
W5P4,5,4,54,18,394717.2482328767,356047.25123287673,7309.578670979198,6593.467615423643,807.72,330.4599999999999,532.932,55.672000000000004,0.0,274.7879999999999,0.8315318041517883,0.34020205021542105,0.16846819584821163,全满足,True,True,False,True,0 1 2 3 4 5 6 7 8 9 12 13 15 16 17 21 22 23
W5P4,5,4,45,15,302722.5650328767,264052.5680328767,6727.168111841704,5867.834845175038,683.22,330.4599999999999,445.47839999999997,92.7184,0.0,237.74159999999992,0.7194262543121709,0.3479722490559409,0.28057374568782917,部分满足,True,True,False,False,0 1 2 3 4 5 6 7 8 9 15 16 17 21 23
W5P4,5,4,36,12,216109.8461328767,177439.8491328767,6003.051281468797,4928.884698135464,558.7199999999999,330.4599999999999,338.4842,110.2242,0.0,220.23579999999993,0.6664522181201961,0.3941791953035509,0.333547781879804,部分满足,True,True,True,False,0 1 2 3 4 5 6 8 9 16 21 23
W6P1,6,1,72,24,396943.3761328767,358273.37913287675,5513.102446289955,4976.019154623288,1056.7199999999998,715.76,431.7862,90.8262,0.0,624.9338,0.8731052308036213,0.5913901506548567,0.12689476919637868,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W6P1,6,1,63,21,295693.52403287665,257023.52703287665,4693.5480005218515,4079.738524331375,932.22,715.76,339.46039999999994,123.00040000000001,0.0,592.7596,0.8281541298759361,0.6358580592563987,0.17184587012406397,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 22 23
W6P1,6,1,54,18,214810.0890328767,176140.0920328767,3977.964611719939,3261.8535561643835,807.7199999999999,715.76,257.4304000000002,165.47040000000024,0.0,550.2895999999997,0.7688185984128755,0.6812875749021936,0.23118140158712452,部分满足,True,True,True,False,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 23
W6P1,6,1,45,15,149483.49513287668,110813.49813287667,3321.8554473972595,2462.522180730593,683.22,715.76,243.18619999999987,275.7262,0.0,440.0338,0.6147784173465967,0.6440587219343695,0.3852215826534034,部分满足,True,True,True,False,0 1 2 3 4 5 6 9 10 11 12 13 14 15 23
W6P1,6,1,36,12,87425.94513287666,48755.94813287666,2428.4984759132403,1354.3318925799074,558.72,715.76,243.18619999999987,400.22620000000006,0.0,315.5337999999999,0.4408374315412987,0.5647440578465062,0.5591625684587014,部分满足,False,True,True,False,0 1 2 3 4 5 6 12 13 14 15 23
W6P2,6,2,72,24,506640.5082328767,467970.51123287674,7036.6737254566215,6499.590433789955,1056.7199999999998,457.20000000000005,599.52,0.0,0.0,457.20000000000005,1.0,0.43265955030660924,0.0,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W6P2,6,2,63,21,401858.81613287673,363188.81913287676,6378.71136718852,5764.901890998044,932.22,457.20000000000005,498.87420000000003,23.854200000000002,0.0,433.34580000000005,0.9478254593175853,0.46485357533629407,0.0521745406824147,全满足,True,True,True,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 22 23
W6P2,6,2,54,18,316518.85833287676,277848.8613328768,5861.4603394977175,5145.349283942162,807.72,457.20000000000005,397.42580000000004,46.9058,0.0,410.29420000000005,0.8974063867016623,0.507965879265092,0.1025936132983377,全满足,True,True,True,True,0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 23
W6P2,6,2,45,15,236415.2202328767,197745.22323287668,5253.671560730593,4394.338294063927,683.22,457.20000000000005,331.216,105.19600000000004,0.0,352.004,0.769912510936133,0.5152132548812974,0.23008748906386708,部分满足,True,True,True,False,0 1 2 3 4 5 6 9 11 12 13 14 15 16 23
W6P2,6,2,36,12,161738.2932328767,123068.29623287669,4492.7303675799085,3418.563784246575,558.72,457.20000000000005,283.01,181.49000000000007,0.0,275.71,0.6030402449693787,0.4934672107674684,0.39695975503062125,部分满足,True,True,True,False,0 1 2 3 4 5 6 12 13 14 15 23
W6P3,6,3,72,24,607774.3322328768,569104.3352328768,8441.310169901066,7904.2268782344,1056.7199999999998,291.44,765.28,0.0,0.0,291.44,1.0,0.27579680520857,0.0,部分满足,True,False,False,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W6P3,6,3,63,21,502177.6001328768,463507.6031328768,7971.073017982171,7357.263541791695,932.22,291.44,662.7141999999999,21.93420000000001,0.0,269.50579999999997,0.9247385396651111,0.28910107056274265,0.07526146033488887,部分满足,True,False,False,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 22 23
W6P3,6,3,54,18,402807.26423287665,364137.2672328767,7459.393782090308,6743.282726534753,807.72,291.44,574.816,58.53600000000002,0.0,232.90399999999997,0.7991490529783145,0.2883474471351458,0.20085094702168552,部分满足,True,False,False,False,0 1 2 3 4 5 6 7 8 9 12 13 15 16 17 21 22 23
W6P3,6,3,45,15,312046.3070328767,273376.31003287673,6934.362378508371,6075.029111841705,683.22,291.44,490.9504,99.1704,0.0,192.2696,0.6597227559703541,0.2814168203506923,0.3402772440296459,部分满足,True,False,False,False,0 1 2 3 4 5 6 7 8 9 15 16 17 21 23
W6P3,6,3,36,12,226613.6771328767,187943.6801328767,6294.824364802131,5220.657781468797,558.72,291.44,389.0982,121.81819999999999,0.0,169.6218,0.5820127642053253,0.3035899914089347,0.41798723579467467,部分满足,False,True,False,False,0 1 2 3 4 5 6 7 8 15 17 23
W6P4,6,4,72,24,647267.0682328767,608597.0712328767,8989.820392123287,8452.737100456621,1056.7199999999998,226.8,829.9200000000001,0.0,0.0,226.8,1.0,0.2146263910969794,0.0,部分满足,True,False,False,True,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W6P4,6,4,63,21,536745.1173328767,498075.1203328767,8519.763767188519,7905.954290998043,932.22,226.8,715.7518,10.331800000000001,0.0,216.46820000000002,0.9544453262786596,0.232207204307996,0.045554673721340394,部分满足,True,False,False,True,0 1 2 3 4 5 6 7 8 9 12 13 14 15 16 17 18 19 21 22 23
W6P4,6,4,54,18,431432.80023287673,392762.80323287676,7989.496300608828,7273.385245053273,807.72,226.8,613.856,32.93600000000001,0.0,193.864,0.854779541446208,0.2400138661912544,0.1452204585537919,部分满足,True,False,False,True,0 1 2 3 4 5 6 7 8 9 12 13 15 16 17 21 22 23
W6P4,6,4,45,15,333375.8130328767,294705.8160328767,7408.351400730593,6549.018134063927,683.22,226.8,511.2504,54.8304,0.0,171.9696,0.7582433862433863,0.251704575392992,0.24175661375661373,部分满足,True,False,False,False,0 1 2 3 4 5 6 7 8 15 16 17 21 22 23
W6P4,6,4,36,12,245270.47203287669,206600.47503287668,6813.068667579908,5738.902084246574,558.72,226.8,397.75239999999997,65.8324,0.0,160.9676,0.7097336860670194,0.28810065864833906,0.29026631393298064,部分满足,True,False,False,False,0 1 2 3 4 5 6 7 8 21 22 23
