annual_days,annual_NH3_t,offgrid_annual_cost,grid_connected_annual_cost,offgrid_annual_unit_cost,grid_connected_annual_unit_cost,grid_support_value_annual,grid_support_value_yuan_per_t
360.0,10029.350036681868,41959191.5481847,35438298.523710005,4183.640155615365,3533.4591368429783,6520893.024474695,650.1810187723871
