mode,scenario_id,Q_day,M_self,M_green,M_green_2030,M_sell,min_policy_margin,violation_score
continuous,W4P1,63,0.20191441903745377,0.454347686168501,0.40434768616850103,0.0019144190374537073,0.0019144190374537073,0.0
continuous,W4P1,54,0.10560938006030185,0.46606472539989113,0.41606472539989114,-0.09439061993969805,-0.09439061993969805,0.09439061993969805
continuous,W4P1,45,-0.036364154704398244,0.4234357893504291,0.3734357893504291,-0.23636415470439825,-0.23636415470439825,0.2727283094087965
continuous,W4P1,36,-0.1783376894690985,0.3618087772050404,0.3118087772050404,-0.37833768946909846,-0.37833768946909846,0.556675378938197
continuous,W4P2,72,0.38424843619615645,0.27595559845559864,0.22595559845559865,0.1842484361961563,0.1842484361961563,0.0
continuous,W4P2,63,0.38424843619615645,0.35287571603269624,0.30287571603269625,0.1842484361961563,0.1842484361961563,0.0
continuous,W4P2,54,0.3778800188885516,0.4486329421086516,0.39863294210865163,0.17788001888855148,0.17788001888855148,0.0
continuous,W4P2,45,0.17654229547645106,0.4028274933403591,0.3528274933403591,-0.02345770452354895,-0.02345770452354895,0.02345770452354895
continuous,W4P2,36,-0.024795427935649372,0.33660831901489124,0.28660831901489126,-0.22479542793564933,-0.22479542793564933,0.2495908558712987
continuous,W4P3,72,0.4,0.12831024301612548,0.07831024301612549,0.2,0.12831024301612548,0.0
continuous,W4P3,63,0.4,0.1855120036042996,0.1355120036042996,0.2,0.1855120036042996,0.0
continuous,W4P3,54,0.4,0.2603476452235925,0.2103476452235925,0.2,0.2,0.0
continuous,W4P3,45,0.4,0.36245718802142796,0.31245718802142797,0.2,0.2,0.0
continuous,W4P3,36,0.185865348074697,0.33660831901489147,0.2866083190148915,-0.014134651925303027,-0.014134651925303027,0.014134651925303027
continuous,W4P4,72,0.4,0.06713982890453485,0.01713982890453486,0.2,0.06713982890453485,0.0
continuous,W4P4,63,0.4,0.11617214820535937,0.06617214820535938,0.2,0.11617214820535937,0.0
continuous,W4P4,54,0.4,0.18031991284108367,0.13031991284108368,0.2,0.18031991284108367,0.0
continuous,W4P4,45,0.4,0.26784637452065224,0.21784637452065225,0.2,0.2,0.0
continuous,W4P4,36,0.3168010433957792,0.33660831901489136,0.28660831901489137,0.11680104339577917,0.11680104339577917,0.0
continuous,W5P1,72,0.20639452295526117,0.32530831251419506,0.2753083125141951,0.006394522955261078,0.006394522955261078,0.0
continuous,W5P1,63,0.20639452295526117,0.40881959194181655,0.35881959194181656,0.0063945229552610505,0.0063945229552610505,0.0
continuous,W5P1,54,0.12608650020746381,0.4366040211954639,0.3866040211954639,-0.07391349979253609,-0.07391349979253609,0.07391349979253609
continuous,W5P1,45,-0.025850235532449584,0.38860659816750126,0.33860659816750127,-0.2258502355324496,-0.2258502355324496,0.2517004710648992
continuous,W5P1,36,-0.17778697127236315,0.31921857101947343,0.26921857101947344,-0.3777869712723632,-0.3777869712723632,0.5555739425447264
continuous,W5P2,72,0.38243697179331737,0.22143387084563554,0.17143387084563555,0.18243697179331742,0.18243697179331742,0.0
continuous,W5P2,63,0.38243697179331737,0.29107249361738635,0.24107249361738636,0.18243697179331742,0.18243697179331742,0.0
continuous,W5P2,54,0.38243697179331737,0.38217897291140474,0.33217897291140475,0.1824369717933174,0.1824369717933174,0.0
continuous,W5P2,45,0.21373212566415878,0.36799830215743096,0.31799830215743097,0.013732125664158767,0.013732125664158767,0.0
continuous,W5P2,36,-0.008248404236351092,0.29401811282932416,0.24401811282932417,-0.20824840423635116,-0.20824840423635116,0.21649680847270225
continuous,W5P3,72,0.4,0.07389280036338869,0.0238928003633887,0.2,0.07389280036338869,0.0
continuous,W5P3,63,0.4,0.12382699362811339,0.0738269936281134,0.2,0.12382699362811339,0.0
continuous,W5P3,54,0.4,0.18915465755459804,0.13915465755459805,0.2,0.18915465755459804,0.0
continuous,W5P3,45,0.4,0.2782910336348467,0.2282910336348467,0.2,0.2,0.0
continuous,W5P3,36,0.24001467982789193,0.2940181128293243,0.24401811282932429,0.04001467982789181,0.04001467982789181,0.0
continuous,W5P4,72,0.4,0.012722386251798001,-0.03727761374820199,0.2,0.012722386251798001,0.0
continuous,W5P4,63,0.4,0.05448713822917328,0.004487138229173293,0.2,0.05448713822917328,0.0
continuous,W5P4,54,0.4,0.10912692517208922,0.05912692517208923,0.2,0.10912692517208922,0.0
continuous,W5P4,45,0.4,0.18368022013407087,0.13368022013407088,0.2,0.18368022013407087,0.0
continuous,W5P4,36,0.4,0.2914590492554408,0.24145904925544082,0.2,0.2,0.0
continuous,W6P1,72,0.27310523080362137,0.2913901506548567,0.2413901506548567,0.07310523080362133,0.07310523080362133,0.0
continuous,W6P1,63,0.27310523080362137,0.3703715861062839,0.3203715861062839,0.07310523080362133,0.07310523080362133,0.0
continuous,W6P1,54,0.18871940315189473,0.39892264646164516,0.34892264646164517,-0.011280596848105284,-0.011280596848105284,0.011280596848105284
continuous,W6P1,45,0.014778417346596795,0.34405872193436976,0.29405872193436977,-0.18522158265340322,-0.18522158265340322,0.18522158265340322
continuous,W6P1,36,-0.15916256845870108,0.2647440578465065,0.21474405784650652,-0.35916256845870104,-0.35916256845870104,0.5183251369174021
