mode,scenario_id,Q_day,M_self,M_green,M_green_2030,M_sell,min_policy_margin,violation_score
continuous,W6P2,72,0.4,0.13265955030660925,0.08265955030660926,0.2,0.13265955030660925,0.0
continuous,W6P2,63,0.4,0.19044217030314747,0.14044217030314748,0.19999999999999998,0.19044217030314747,0.0
continuous,W6P2,54,0.4,0.26603773584905693,0.21603773584905694,0.2,0.2,0.0
continuous,W6P2,45,0.33165748031496034,0.3234504259242997,0.2734504259242997,0.13165748031496027,0.13165748031496027,0.0
continuous,W6P2,36,0.05934776902887162,0.23954359965635758,0.1895435996563576,-0.1406522309711284,-0.1406522309711284,0.1406522309711284
continuous,W6P3,72,0.4,-0.024203194791430016,-0.07420319479143,0.2,-0.024203194791430016,0.024203194791430016
continuous,W6P3,63,0.4,0.012630065864280948,-0.03736993413571904,0.2,0.012630065864280948,0.0
continuous,W6P3,54,0.4,0.06081810528400938,0.010818105284009394,0.2,0.06081810528400938,0.0
continuous,W6P3,45,0.4,0.12656830889025494,0.07656830889025495,0.2,0.12656830889025494,0.0
continuous,W6P3,36,0.4,0.22162084765177542,0.17162084765177543,0.2,0.2,0.0
continuous,W6P4,72,0.4,-0.08537360890302059,-0.13537360890302058,0.2,-0.08537360890302059,0.08537360890302059
continuous,W6P4,63,0.4,-0.05670978953465919,-0.10670978953465918,0.2,-0.05670978953465919,0.05670978953465919
continuous,W6P4,54,0.4,-0.019209627098499438,-0.06920962709849943,0.2,-0.019209627098499438,0.019209627098499438
continuous,W6P4,45,0.4,0.03195749538947923,-0.01804250461052076,0.2,0.03195749538947923,0.0
continuous,W6P4,36,0.4,0.10592783505154646,0.05592783505154647,0.2,0.10592783505154646,0.0
