scenario_id,Q_day,total_cost,unit_cost,E_load,E_re,E_buy,E_sell,E_curtail,E_self,R_self,R_green,R_sell,class,pass_self,pass_green,pass_green_2030,pass_sell,x_vector,buy_vector,sell_vector
W2P1,72,420187.3116328767,5835.934883789954,1056.7199999999998,658.904,487.428,89.61199999999998,0.0,569.292,0.8639983973386108,0.5387349534408359,0.1360016026613892,全满足,True,True,True,True,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 20.7802 11.6302 3.6418 0 0 0 0 0 0 0 6.074 13.7118 26.338 39.3078 41.032 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 5.24 12.1958 13.932 15.7282 18.9182 15.714 7.8838 0 0 0 0 0 0 0 0
W2P1,63,309244.01763287676,4908.635200521853,932.22,658.904,363.396,90.07999999999998,0.0,568.8240000000001,0.8632881269502083,0.6101821458454013,0.13671187304979177,全满足,True,True,True,True,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.365349 0.1 2.59498e-16 0.534651 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 20.7802 11.6302 3.6418 0 0 0 0 0 0 0 6.074 13.7118 0 1.9578 0 22.3262 40.936 39.2842,0 0 0 0 0 0 0 0 0 5.24 12.1958 13.932 15.7282 18.9182 15.714 7.8838 0 0 0 0 0.468 0 0 0
W2P1,54,223822.65843287678,4144.864045053274,807.72,658.904,263.25639999999987,114.44039999999977,0.0,544.4636000000003,0.8263170355620854,0.6740746793443275,0.17368296443791473,全满足,True,True,True,True,1 1 1 1 1 1 1 0.56452 0.912246 1 1 1 1 1 1 1 0.853639 0.669595 5.13645e-16 2.56823e-16 2.59498e-16 0 2.59498e-16 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 20.7802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1382 0 39.2842,0 0 0 0 0 0 0 6.4422 0 5.24 12.1958 13.932 15.7282 18.9182 15.714 7.8838 0 0 15.162 2.1922 0.468 0 0.564 0
W2P1,45,161765.10843287676,3594.780187397261,683.2200000000001,658.904,263.25639999999987,238.94039999999976,0.0,419.96360000000027,0.6373669001857635,0.6146828254442203,0.3626330998142366,部分满足,True,True,True,False,1 1 1 1 1 1 1 2.56823e-16 3.4243e-16 0.330405 1 1 1 1 1 1 3.4243e-16 0.669595 5.13645e-16 2.56823e-16 2.59498e-16 0 2.59498e-16 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 20.7802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1382 0 39.2842,0 0 0 0 0 0 0 29.8698 37.8582 33.0282 12.1958 13.932 15.7282 18.9182 15.714 7.8838 35.426 0 15.162 2.1922 0.468 0 0.564 0
W2P1,36,99707.55843287674,2769.654400913243,558.72,658.904,263.25639999999987,363.44039999999984,0.0,295.46360000000016,0.44841676480944137,0.5288223081328755,0.5515832351905586,部分满足,False,True,True,False,1 1 1 1 1 1 1 0.330405 3.4243e-16 0 1 1 1 0 0 0 3.4243e-16 0.669595 5.13645e-16 2.56823e-16 2.59498e-16 0 2.59498e-16 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 20.7802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1382 0 39.2842,0 0 0 0 0 0 0 16.158 37.8582 46.74 12.1958 13.932 15.7282 60.4182 57.214 49.3838 35.426 0 15.162 2.1922 0.468 0 0.564 0
W2P2,72,530334.7026328767,7365.7597587899545,1056.7199999999998,400.34400000000005,656.376,0.0,0.0,400.34400000000005,1.0,0.37885532591414955,0.0,全满足,True,True,True,True,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 34.0302 29.8818 22.92 15.3242 9.748 4.7518 0.2818 4.766 11.3162 20.154 28.4318 34.658 39.3078 41.032 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P2,63,415426.90263287676,6594.077819569472,932.22,400.34400000000005,531.876,0.0,0.0,400.34400000000005,1.0,0.4294522752140053,0.0,全满足,True,True,True,True,1 1 1 1 1 1 1 1 1 1 0.630742 0.765108 0.885499 0.99321 1 1 1 1 0.164867 0.460573 0.1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 34.0302 29.8818 22.92 0 0 0 0 4.766 11.3162 20.154 28.4318 0 16.9216 3.682 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P2,54,320338.7076328766,5932.1982894977145,807.7199999999998,400.34400000000005,407.8439999999997,0.46799999999998965,0.0,399.87600000000003,0.9988310053354115,0.49506759768236536,0.001168994664588428,全满足,True,True,True,True,1 1 1 1 1 1 1 0.179995 1 1 0.630742 0.765108 0.885499 0.99321 0.885157 1 0.514361 1 0.164867 0.1 2.59498e-16 -0 0.88106 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 0 29.8818 22.92 0 0 0 0 0 11.3162 0 28.4318 0 1.9578 0 0.1382 36 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.468 0 0 0
W2P2,45,229708.40763287674,5104.631280730594,683.22,400.34400000000005,283.344,0.46799999999998965,0.0,399.87600000000003,0.9988310053354115,0.5852814613155353,0.001168994664588428,全满足,True,True,True,True,1 1 1 1 1 1 1 0.179995 0.291133 0.447711 0.630742 0.765108 0.885499 0.99321 0.885157 0.72732 0.514361 0.314896 0.164867 0.1 2.59498e-16 0 0.1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 0 0.4638 0 0 0 0 0 0 0 0 0 0 1.9578 0 0.1382 3.586 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.468 0 0 0
W2P2,36,165890.34243287673,4608.065067579909,558.72,400.34400000000005,277.3363999999999,118.96039999999988,0.0,281.3836000000002,0.7028545450912219,0.5036218499427265,0.2971454549087781,部分满足,True,True,True,False,1 1 1 1 1 1 1 2.56823e-16 0.279957 4.28038e-16 0.348906 0.765108 0.885499 0.99321 5.13645e-16 0.72732 2.56823e-16 2.56823e-16 3.85234e-16 2.56823e-16 2.59498e-16 0 2.59498e-16 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1382 0 39.2842,0 0 0 0 0 0 0 7.4698 0 18.58 11.6962 0 0 0 36.734 0 21.346 13.0682 6.842 2.1922 0.468 0 0.564 0
