E_load_MWh,E_RE_MWh,E_buy_MWh,E_sell_MWh,self_use_gen_ratio_metering,green_load_ratio_metering,sell_ratio,statement_self_ratio_for_check,ton_cost_yuan_per_t,qualification_metering
558.72,603.448,172.04379999999998,216.77179999999998,0.6407779957842267,0.6920751002290951,0.3592220042157733,0.2815559915684534,4367.999931012177,部分满足
