E_load_MWh,E_RE_MWh,E_buy_MWh,E_sell_MWh,E_curtail_MWh,E_self_MWh,self_use_gen_ratio_metering,green_load_ratio_metering,sell_ratio,statement_self_ratio_for_check,ton_cost_yuan_per_t,qualification_metering
558.72,603.448,172.04379999999998,216.77179999999998,0.0,386.6762,0.6407779957842267,0.692075100229095,0.3592220042157733,0.2815559915684534,4413.662031468798,部分满足
