mode,scenario,target_tpd,total_cost_yuan,ton_cost_yuan_per_t,E_load_MWh,E_RE_MWh,E_buy_MWh,E_sell_MWh,E_curtail_MWh,E_self_supply_MWh,E_self_use_MWh,balance_gap_MWh,self_use_gen_ratio,green_load_ratio,sell_ratio,is_all_qualified,statement_self_use_ratio,statement_green_load_ratio,statement_sell_ratio,class_metering
discrete,W2P2,36,172647.34053287667,4795.759459246574,558.72,400.34400000000005,298.45219999999995,140.07620000000003,0.0,260.2678000000001,260.2678,5.684341886080802e-14,0.6501104050516555,0.46582867983963355,0.34988959494834443,False,0.30022081010331125,0.46582867983963344,0.34988959494834443,部分满足
discrete,W2P3,72,631468.5266328767,8770.396203234399,1056.7199999999998,234.584,822.136,0.0,0.0,234.58399999999983,234.584,-1.7053025658242404e-13,1.0,0.22199258081611012,0.0,False,0.9999999999999992,0.22199258081611029,0.0,部分满足
discrete,W2P3,63,519779.37053287675,8250.466198934551,932.22,234.584,705.2182,7.5822,0.0,227.0018,227.0018,0.0,0.9676781025133854,0.24350668297183067,0.032321897486614605,False,0.9353562050267705,0.24350668297183067,0.032321897486614605,部分满足
discrete,W2P3,54,420066.9725328768,7779.018009868089,807.72,234.584,616.5142000000001,43.3782,0.0,191.20579999999995,191.2058,-5.684341886080802e-14,0.8150845752480987,0.23672287426335853,0.18491542475190123,False,0.6301691504961974,0.23672287426335858,0.18491542475190123,部分满足
discrete,W2P3,45,327868.1414328767,7285.9586985083715,683.22,234.584,526.4464,77.8104,0.0,156.7736,156.7736,0.0,0.6683047437165365,0.22946283773894205,0.33169525628346347,False,0.3366094874330731,0.22946283773894205,0.33169525628346347,部分满足
discrete,W2P3,36,239544.7754328767,6654.02153980213,558.72,234.584,411.99839999999995,87.86240000000002,0.0,146.72160000000008,146.72159999999997,1.1368683772161603e-13,0.6254544214439176,0.2626030927835053,0.37454557855608234,False,0.25090884288783566,0.2626030927835051,0.37454557855608234,部分满足
discrete,W2P4,72,670961.2626328768,9318.906425456622,1056.7199999999998,169.94400000000002,886.776,0.0,0.0,169.94399999999985,169.94400000000002,-1.7053025658242404e-13,1.0,0.16082216670451954,0.0,False,0.999999999999999,0.16082216670451968,0.0,部分满足
discrete,W2P4,63,557477.9997328767,8848.85713861709,932.22,169.94400000000002,765.6318,3.3558,0.0,166.58820000000003,166.58820000000003,0.0,0.9802534952690298,0.17870052133616532,0.0197465047309702,False,0.9605069905380594,0.17870052133616532,0.0197465047309702,部分满足
discrete,W2P4,54,447605.78853287676,8288.996083942162,807.72,169.94400000000002,652.9942,15.2182,0.0,154.72580000000005,154.72580000000002,2.842170943040401e-14,0.9104516781998776,0.19155870846332892,0.08954832180012239,False,0.8209033563997553,0.1915587084633289,0.08954832180012239,部分满足
discrete,W2P4,45,349973.3574328767,7777.185720730594,683.22,169.94400000000002,550.1264,36.8504,0.0,133.09360000000004,133.0936,2.842170943040401e-14,0.7831615120274914,0.19480343081291537,0.21683848797250857,False,0.5663230240549828,0.19480343081291532,0.21683848797250857,部分满足
discrete,W2P4,36,259793.38233287673,7216.48284257991,558.72,169.94400000000002,427.5886,38.812599999999996,0.0,131.13140000000004,131.1314,2.842170943040401e-14,0.7716153556465659,0.23469967067583053,0.22838464435343403,False,0.5432307112931322,0.23469967067583047,0.22838464435343403,部分满足
discrete,W3P1,72,380328.03313287674,5282.333793512177,1056.7199999999998,780.8399999999999,402.2482,126.36819999999997,0.0,654.4717999999998,654.4717999999999,-1.1368683772161603e-13,0.8381637723477281,0.6193426830191535,0.1618362276522719,True,0.676327544695456,0.6193426830191536,0.1618362276522719,全满足
discrete,W3P1,63,279660.59503287676,4439.057064013917,932.22,780.8399999999999,311.2944,159.9144,0.0,620.9256,620.9255999999999,1.1368683772161603e-13,0.7952020900568618,0.6660719572633069,0.20479790994313818,False,0.5904041801137238,0.6660719572633068,0.20479790994313818,部分满足
discrete,W3P1,54,198908.43403287674,3683.489519127347,807.7199999999999,780.8399999999999,229.83640000000003,202.95640000000003,0.0,577.8835999999999,577.8835999999999,0.0,0.7400794016699963,0.7154504036052096,0.25992059833000364,False,0.48015880333999267,0.7154504036052096,0.25992059833000364,部分满足
discrete,W3P1,45,135356.7931328767,3007.9287362861487,683.22,780.8399999999999,223.32620000000003,320.94620000000003,0.0,459.8938,459.8937999999999,1.1368683772161603e-13,0.5889731571128527,0.6731269576417552,0.41102684288714725,False,0.17794631422570562,0.673126957641755,0.41102684288714725,部分满足
discrete,W3P1,36,73299.2431328767,2036.0900870243527,558.72,780.8399999999999,223.32620000000003,445.44620000000003,0.0,335.3938,335.3937999999999,1.1368683772161603e-13,0.42952948107166633,0.6002895904925544,0.5704705189283337,False,-0.14094103785666723,0.6002895904925541,0.5704705189283337,部分满足
discrete,W3P2,72,479823.91303287674,6664.22101434551,1056.7199999999998,522.28,538.1664,3.7264000000000053,0.0,518.5535999999998,518.5536,-1.1368683772161603e-13,0.9928651298154246,0.49071996366114007,0.007134870184575334,True,0.985730259630849,0.4907199636611402,0.007134870184575334,全满足
discrete,W3P2,63,375624.63493287674,5962.295792585345,932.22,522.28,438.8926,28.95260000000001,0.0,493.3274,493.32739999999995,5.684341886080802e-14,0.9445649842996093,0.5291963270472635,0.05543501570039062,True,0.889129968599219,0.5291963270472635,0.05543501570039062,全满足
discrete,W3P2,54,290067.1111328767,5371.613169127347,807.72,522.28,336.49620000000004,51.05620000000001,0.0,471.2238,471.2238,0.0,0.902243624109673,0.583399940573466,0.09775637589032705,True,0.8044872482193459,0.583399940573466,0.09775637589032705,全满足
discrete,W3P2,45,212279.70103287674,4717.326689619483,683.22,522.28,278.0304,117.09040000000002,0.0,405.18960000000004,405.1895999999999,1.1368683772161603e-13,0.7758091445201807,0.5930587512075174,0.2241908554798193,False,0.5516182890403615,0.5930587512075172,0.2241908554798193,部分满足
discrete,W3P2,36,141740.4160328767,3937.2337786910193,558.72,522.28,245.10040000000004,208.6604,0.0,313.6196,313.6196,0.0,0.6004817339358198,0.5613180126002291,0.39951826606418017,False,0.20096346787163977,0.5613180126002291,0.39951826606418017,部分满足
discrete,W3P3,72,579375.8802328767,8046.887225456621,1056.7199999999998,356.52000000000004,700.1999999999999,0.0,0.0,356.51999999999987,356.52000000000004,-1.7053025658242404e-13,1.0,0.33738360208948437,0.0,True,0.9999999999999996,0.33738360208948454,0.0,全满足
discrete,W3P3,63,474361.5621328768,7529.548605283759,932.22,356.52000000000004,599.0062,23.306200000000004,0.0,333.2138,333.21380000000005,-5.684341886080802e-14,0.9346286323347919,0.3574411619574778,0.06537136766520812,True,0.8692572646695836,0.3574411619574779,0.06537136766520812,全满足
discrete,W3P3,54,379735.4382328767,7032.137745053273,807.72,356.52000000000004,522.2840000000001,71.084,0.0,285.4359999999999,285.43600000000004,-1.1368683772161603e-13,0.8006170761808594,0.35338483632942097,0.19938292381914058,True,0.6012341523617184,0.35338483632942114,0.19938292381914058,全满足
discrete,W3P3,45,291614.82423287665,6480.329427397259,683.22,356.52000000000004,427.13,100.43,0.0,256.09000000000003,256.09000000000003,0.0,0.7183047234376753,0.3748280202570183,0.2816952765623247,False,0.43660944687535047,0.3748280202570183,0.2816952765623247,部分满足
discrete,W3P3,36,206992.2861328767,5749.785725913242,558.72,356.52000000000004,345.2962,143.09620000000004,0.0,213.42380000000003,213.4238,2.842170943040401e-14,0.5986306518568383,0.3819870418098511,0.4013693481431617,False,0.19726130371367653,0.38198704180985105,0.4013693481431617,部分满足
discrete,W3P4,72,618868.6162328768,8595.397447678844,1056.7199999999998,291.88,764.8399999999999,0.0,0.0,291.8799999999999,291.88,-1.1368683772161603e-13,1.0,0.2762131879778938,0.0,False,0.9999999999999996,0.2762131879778939,0.0,部分满足
discrete,W3P4,63,511063.46533287666,8112.118497347248,932.22,291.88,657.0717999999999,16.7318,0.0,275.1482000000001,275.1482,1.1368683772161603e-13,0.9426757571604768,0.2951537190791874,0.057324242839523094,False,0.885351514320954,0.2951537190791873,0.057324242839523094,部分满足
discrete,W3P4,54,407842.32013287675,7552.635558016236,807.72,291.88,560.1022,44.26220000000001,0.0,247.6178,247.6178,0.0,0.84835480334384,0.30656390828504926,0.15164519665616008,True,0.6967096066876798,0.30656390828504926,0.15164519665616008,全满足
discrete,W3P4,45,313883.8141328767,6975.195869619482,683.22,291.88,468.0122,76.6722,0.0,215.20780000000002,215.2078,2.842170943040401e-14,0.7373160202823078,0.314990486226984,0.2626839797176922,False,0.4746320405646158,0.31499048622698395,0.2626839797176922,部分满足
discrete,W3P4,36,227685.2050328767,6324.589028691019,558.72,291.88,362.8224,95.98240000000001,0.0,195.8976,195.89759999999998,2.842170943040401e-14,0.6711580101411538,0.3506185567010309,0.32884198985884616,False,0.3423160202823079,0.35061855670103087,0.32884198985884616,部分满足
discrete,W4P1,72,355389.29663287674,4935.962453234399,1056.7199999999998,876.924,353.50199999999995,173.706,0.0,703.2179999999998,703.218,-1.1368683772161603e-13,0.8019144190374536,0.6654724051782875,0.19808558096254636,True,0.6038288380749071,0.6654724051782877,0.19808558096254636,全满足
discrete,W4P1,63,255443.60063287665,4054.660327505979,932.22,876.924,246.83199999999997,191.536,0.0,685.388,685.3879999999999,1.1368683772161603e-13,0.7815819842996656,0.7352212996932055,0.21841801570033437,False,0.5631639685993313,0.7352212996932054,0.21841801570033437,部分满足
discrete,W4P1,54,176737.0055328767,3272.9075098680873,807.7199999999999,876.924,188.9542,258.1582,0.0,618.7657999999999,618.7657999999999,0.0,0.7056093800603016,0.766064725399891,0.29439061993969834,False,0.4112187601206033,0.766064725399891,0.29439061993969834,部分满足
discrete,W4P1,45,114679.45553287675,2548.432345175039,683.22,876.924,188.9542,382.65819999999997,0.0,494.2658,494.2658,0.0,0.5636358452956015,0.7234357893504288,0.43636415470439854,False,0.12727169059120297,0.7234357893504288,0.43636415470439854,部分满足
discrete,W4P1,36,52621.90553287673,1461.7195981354646,558.72,876.924,188.9542,507.15819999999997,0.0,369.7658,369.7658,0.0,0.4216623105309012,0.66180877720504,0.5783376894690988,False,-0.15667537893819752,0.66180877720504,0.5783376894690988,部分满足
discrete,W4P2,72,445192.66853287676,6183.231507401066,1056.7199999999998,618.364,448.09619999999995,9.740200000000009,0.0,608.6237999999998,608.6238000000001,-2.2737367544323206e-13,0.9842484361961564,0.5759555984555984,0.015751563803843703,True,0.9684968723923124,0.5759555984555986,0.015751563803843703,全满足
discrete,W4P2,63,343088.7224328767,5445.852737029789,932.22,618.364,353.75840000000005,39.902400000000014,0.0,578.4616,578.4616,0.0,0.9354710170708513,0.6205204779987556,0.06452898292914855,True,0.8709420341417028,0.6205204779987556,0.06452898292914855,全满足
discrete,W4P2,54,258908.0246328767,4794.593048756976,807.72,618.364,267.27200000000005,77.91600000000001,0.0,540.448,540.448,0.0,0.8739965457238777,0.6691031545585103,0.12600345427612217,True,0.7479930914477555,0.6691031545585103,0.12600345427612217,全满足
discrete,W4P2,45,186395.8976328767,4142.131058508371,683.2199999999999,618.364,227.14600000000002,162.29000000000002,0.0,456.0739999999999,456.074,-1.1368683772161603e-13,0.7375494045578332,0.6675360791545915,0.26245059544216676,False,0.4750988091156662,0.6675360791545916,0.26245059544216676,部分满足
discrete,W4P2,36,118804.68953287671,3300.130264802131,558.72,618.364,203.0342,262.6782,0.0,355.68580000000003,355.68580000000003,0.0,0.5752045720643505,0.6366083190148912,0.42479542793564956,False,0.15040914412870093,0.6366083190148912,0.42479542793564956,部分满足
discrete,W4P3,72,542570.0386328767,7535.694981012177,1056.7199999999998,452.60400000000004,604.116,0.0,0.0,452.6039999999998,452.60400000000004,-2.2737367544323206e-13,1.0,0.42831024301612525,0.0,True,0.9999999999999994,0.42831024301612547,0.0,全满足
discrete,W4P3,63,439038.83863287664,6968.870454490106,932.22,452.60400000000004,506.416,26.80000000000001,0.0,425.80400000000003,425.80400000000003,0.0,0.9407870898180307,0.45676342494261013,0.059212910181969246,True,0.8815741796360617,0.45676342494261013,0.059212910181969246,全满足
discrete,W4P3,54,345471.5947328767,6397.622124682902,807.72,452.60400000000004,414.7718,59.6558,0.0,392.94820000000004,392.94820000000004,0.0,0.8681942713718837,0.4864906155598475,0.1318057286281164,True,0.7363885427437672,0.4864906155598475,0.1318057286281164,全满足
discrete,W4P3,45,258378.9895328767,5741.755322952816,683.22,452.60400000000004,338.84219999999993,108.2262,0.0,344.3778000000001,344.37780000000004,5.684341886080802e-14,0.760881035077021,0.5040511109159569,0.23911896492297902,False,0.521762070154042,0.5040511109159568,0.23911896492297902,部分满足
discrete,W4P3,36,177516.4234328767,4931.011762024353,558.72,452.60400000000004,272.58639999999997,166.47039999999998,0.0,286.13360000000006,286.13360000000006,0.0,0.6321941476434146,0.5121234249713632,0.36780585235658536,False,0.2643882952868292,0.5121234249713632,0.36780585235658536,部分满足
discrete,W4P4,72,582062.7746328769,8084.205203234401,1056.7199999999998,387.964,668.7560000000001,0.0,0.0,387.9639999999997,387.964,-2.8421709430404007e-13,1.0,0.36713982890453456,0.0,True,0.9999999999999992,0.36713982890453484,0.0,全满足
discrete,W4P4,63,474310.26173287677,7528.734313220266,932.22,387.964,561.1118000000001,16.8558,0.0,371.1081999999999,371.1082,-1.1368683772161603e-13,0.9565531853470941,0.39809079401857916,0.04344681465290594,True,0.9131063706941878,0.39809079401857933,0.04344681465290594,全满足
discrete,W4P4,54,373279.5365328768,6912.584009868088,807.72,387.964,469.30219999999997,49.5462,0.0,338.41780000000006,338.4178,5.684341886080802e-14,0.8722917590291883,0.41897910166889524,0.1277082409708117,True,0.7445835180583767,0.4189791016688951,0.1277082409708117,全满足
discrete,W4P4,45,281119.1705328767,6247.092678508371,683.22,387.964,380.97220000000004,85.7162,0.0,302.2478,302.2478,0.0,0.7790614593106576,0.4423872251983255,0.22093854068934232,False,0.5581229186213155,0.4423872251983255,0.22093854068934232,部分满足
discrete,W4P4,36,197712.1994328767,5492.00553980213,558.72,387.964,287.9464,117.1904,0.0,270.77360000000004,270.7736,5.684341886080802e-14,0.6979348599354579,0.4846320160366553,0.30206514006454205,False,0.39586971987091596,0.4846320160366552,0.30206514006454205,部分满足
discrete,W5P1,72,372829.90313287673,5178.193099067732,1056.7199999999998,819.4200000000001,395.9442,158.64419999999998,0.0,660.7757999999998,660.7758000000001,-3.410605131648481e-13,0.8063945229552612,0.6253083125141947,0.19360547704473893,True,0.6127890459105219,0.625308312514195,0.19360547704473893,全满足
discrete,W5P1,63,272296.6070328767,4322.168365601217,932.22,819.4200000000001,305.30640000000005,192.50639999999999,0.0,626.9136,626.9136000000001,-1.1368683772161603e-13,0.765069927509702,0.6724953337195082,0.234930072490298,False,0.5301398550194039,0.6724953337195083,0.234930072490298,部分满足
discrete,W5P1,54,191210.2940328767,3540.931370979198,807.7199999999999,819.4200000000001,222.3924,234.09239999999997,0.0,585.3275999999998,585.3276000000001,-2.2737367544323206e-13,0.7143193966464084,0.72466646857822,0.2856806033535915,False,0.42863879329281673,0.7246664685782204,0.2856806033535915,部分满足
discrete,W5P1,45,126939.85913287674,2820.885758508372,683.22,819.4200000000001,212.7502,348.9502,0.0,470.4698,470.4698000000001,-5.684341886080802e-14,0.5741497644675503,0.6886065981675009,0.4258502355324497,False,0.14829952893510046,0.688606598167501,0.4258502355324497,部分满足
discrete,W5P1,36,64882.30913287672,1802.2863648021312,558.72,819.4200000000001,212.7502,473.4502,0.0,345.9698,345.9698000000001,-5.684341886080802e-14,0.42221302872763666,0.6192185710194731,0.5777869712723633,False,-0.1555739425447267,0.6192185710194732,0.5777869712723633,部分满足
discrete,W5P2,72,464455.0190328767,6450.764153234399,1056.7199999999998,560.8599999999999,505.7104,9.850400000000008,0.0,551.0095999999999,551.0095999999999,0.0,0.9824369717933173,0.5214338708456355,0.01756302820668261,True,0.9648739435866347,0.5214338708456355,0.01756302820668261,全满足
discrete,W5P2,63,360389.8829328767,5720.474332267884,932.22,560.8599999999999,406.75260000000003,35.39260000000006,0.0,525.4674,525.4673999999999,1.1368683772161603e-13,0.9368958385336804,0.5636731672781103,0.0631041614663197,True,0.8737916770673609,0.5636731672781102,0.0631041614663197,全满足
discrete,W5P2,54,274691.90513287665,5086.887132090308,807.72,560.8599999999999,303.7442,56.88420000000006,0.0,503.97580000000005,503.9757999999998,2.2737367544323206e-13,0.8985768284420352,0.6239486455702472,0.10142317155796467,True,0.797153656884071,0.6239486455702469,0.10142317155796467,全满足
discrete,W5P2,45,201127.7300328767,4469.505111841704,683.22,560.8599999999999,253.6064,131.2464,0.0,429.6136,429.6135999999999,1.1368683772161603e-13,0.765990799843098,0.6288071192295308,0.23400920015690194,False,0.5319815996861963,0.6288071192295306,0.23400920015690194,部分满足
discrete,W5P2,36,132637.62713287672,3684.3785314687975,558.72,560.8599999999999,233.68220000000002,235.8222,0.0,325.0378,325.0377999999999,1.1368683772161603e-13,0.5795346432264735,0.5817543671248568,0.4204653567735265,False,0.15906928645294727,0.5817543671248566,0.4204653567735265,部分满足
discrete,W5P3,72,561407.3482328767,7797.324281012177,1056.7199999999998,395.1,661.6200000000001,0.0,0.0,395.0999999999997,395.1,-3.410605131648481e-13,1.0,0.37389280036338834,0.0,True,0.9999999999999991,0.3738928003633887,0.0,全满足
discrete,W5P3,63,456527.1721328767,7246.463049728201,932.22,395.1,560.7421999999999,23.62220000000002,0.0,371.4778000000001,371.4778,1.1368683772161603e-13,0.9402120982029866,0.39848726695415254,0.05978790179701347,True,0.8804241964059734,0.39848726695415243,0.05978790179701347,全满足
discrete,W5P3,54,365933.0842328768,6776.538596905126,807.72,395.1,476.588,63.96800000000001,0.0,331.132,331.132,0.0,0.8380966843837003,0.409958896647353,0.1619033156162997,True,0.6761933687674008,0.409958896647353,0.1619033156162997,全满足
discrete,W5P3,45,279953.09443287674,6221.17987628615,683.22,395.1,388.96360000000004,100.8436,0.0,294.2564,294.25640000000004,-5.684341886080802e-14,0.7447643634522906,0.43069055355522373,0.2552356365477094,False,0.48952872690458094,0.43069055355522384,0.2552356365477094,部分满足
discrete,W5P3,36,195348.1231328767,5426.336753691019,558.7199999999999,395.1,320.6582000000001,157.03820000000002,0.0,238.06179999999983,238.0618,-1.7053025658242404e-13,0.6025355606175652,0.42608426403207306,0.39746443938243486,False,0.20507112123512988,0.4260842640320734,0.39746443938243486,部分满足
discrete,W5P4,72,600900.0842328767,8345.834503234399,1056.7199999999998,330.4599999999999,726.26,0.0,0.0,330.4599999999998,330.4599999999999,-1.1368683772161603e-13,1.0,0.3127223862517979,0.0,True,0.9999999999999997,0.312722386251798,0.0,全满足
discrete,W5P4,63,495476.54813287675,7864.7071132202655,932.22,330.4599999999999,624.1022,22.3422,0.0,308.1178,308.11779999999993,5.684341886080802e-14,0.9323906070326212,0.3305204779987556,0.06760939296737882,True,0.8647812140652424,0.33052047799875556,0.06760939296737882,全满足
discrete,W5P4,54,394717.2482328767,7309.578670979198,807.72,330.4599999999999,532.932,55.672000000000004,0.0,274.788,274.7879999999999,1.1368683772161603e-13,0.8315318041517883,0.3402020502154212,0.16846819584821163,True,0.6630636083035769,0.34020205021542105,0.16846819584821163,全满足
