scenario_id,wind_scenario,pv_scenario,Q_day,total_cost,incremental_total_cost,unit_cost,incremental_unit_cost,E_load,E_re,E_buy,E_sell,E_curtail,E_self,R_self,R_green,R_sell,class,pass_self,pass_green,pass_green_2030,pass_sell,rate_vector,on_hours
W4P4,4,4,54,385865.775832877,347195.778832877,7145.66251542364,6429.55145986809,807.72,387.964,427.4376,7.6816,0,380.2824,0.980200224763122,0.470809686525033,0.0197997752368776,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 0.3 0.3 3 3 3 3 3 3 3 1.2 0.3 0.3 0.3 0.3,
W4P4,4,4,45,309702.706432877,271032.709432877,6882.28236517504,6022.94909850837,683.22,387.964,330.7284,35.4724,0,352.4916,0.908567805260282,0.515926934223237,0.0914321947397181,全满足,1,1,1,1,0.3 3 0.3 3 3 3 3 3 3 3 0.3 0.3 0.3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3,
W4P4,4,4,36,227135.578332877,188465.581332877,6309.32162035769,5235.15503702436,558.72,387.964,232.8906,62.1346,0,325.8294,0.839844418554299,0.583171176975945,0.160155581445701,全满足,1,1,1,1,0.3 0.3 0.3 3 3 3 3 3 3 3 0.3 0.3 0.3 3 3 3 0.3 2.1 0.3 0.3 0.3 0.3 0.3 0.3,
W5P1,5,1,72,372829.903132876,334159.906132876,5178.19309906773,4641.10980740106,1056.72,819.42,395.9442,158.6442,0,660.7758,0.806394522955261,0.625308312514195,0.193605477044739,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W5P1,5,1,63,280717.023232877,242047.026232877,4455.82576560122,3842.01628941074,932.22,819.42,279.052,166.252,0,653.168,0.797110151082473,0.700658642809637,0.202889848917527,部分满足,1,1,1,0,2.1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 3,
W5P1,5,1,54,207539.704032877,168869.707032877,3843.32785246068,3127.21679690512,807.72,819.42,171.8864,183.5864,0,635.8336,0.775955675965927,0.787195562818799,0.224044324034073,部分满足,1,1,1,0,0.3 1.2 3 0.3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 3,
W5P1,5,1,45,148586.913032877,109916.916032877,3301.93140073059,2442.59813406393,683.22,819.42,84.4284,220.6284,0,598.7916,0.730750530863294,0.876425748660753,0.269249469136706,部分满足,1,1,1,0,0.3 0.3 0.3 0.3 0.3 0.3 3 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 3,
W5P1,5,1,36,74647.8261328767,35977.8291328767,2073.55072591324,999.38414257991,558.72,819.42,9.6422,270.3422,0,549.0778,0.670081032925728,0.982742339633448,0.329918967074272,部分满足,1,1,1,0,0.3 0.3 0.3 0.3 0.3 0.3 0.3 3 3 3 3 3 3 3 3 3 3 2.1 0.3 0.3 0.3 0.3 0.3 0.3,
W5P2,5,2,72,464455.019032876,425785.022032876,6450.76415323439,5913.68086156773,1056.72,560.86,505.7104,9.85040000000001,0,551.0096,0.982436971793317,0.521433870845636,0.0175630282066826,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W5P2,5,2,63,372342.139132876,333672.142132876,5910.19268464883,5296.38320845836,932.22,560.86,388.8182,17.4582,0,543.4018,0.968872445886674,0.582911544485207,0.031127554113326,全满足,1,1,1,1,2.1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 3,
W5P2,5,2,54,277505.869932876,238835.872932876,5138.99759134956,4422.88653579401,807.72,560.86,277.7926,30.9326,0,529.9274,0.944847912134936,0.656078096370029,0.0551520878650644,全满足,1,1,1,1,0.3 3 3 3 3 3 3 1.2 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3 3,
W5P2,5,2,45,216900.951032877,178230.954032877,4820.02113406393,3960.68786739726,683.22,560.86,183.5584,61.1984,0,499.6616,0.890884712762543,0.731333391879629,0.109115287237457,全满足,1,1,1,1,0.3 0.3 3 0.3 3 0.3 3 0.3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3 3,
W5P2,5,2,36,151097.877932877,112427.880932877,4197.16327591324,3122.99669257991,558.72,560.86,89.9966000000001,92.1366,0,468.7234,0.835722640231074,0.838923611111111,0.164277359768926,全满足,1,1,1,1,0.3 0.3 0.3 0.3 0.3 0.3 2.1 0.3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3 0.3 3,
W5P3,5,3,72,561407.348232876,522737.351232876,7797.32428101217,7260.24098934551,1056.72,395.1,661.619999999999,0,0,395.1,1,0.373892800363389,0,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W5P3,5,3,63,465366.109332877,426696.112332877,7386.76364020439,6772.95416401391,932.22,395.1,543.2458,6.1258,0,388.9742,0.984495570741584,0.4172557979876,0.0155044292584156,全满足,1,1,1,1,3 3 3 3 3 3 3 2.1 3 3 3 3 3 3 3 3 3 3 0.3 3 3 0.3 0.3 3,
W5P3,5,3,54,377455.837332877,338785.840332877,6989.92291357179,6273.81185801623,807.72,395.1,430.2898,17.6698,0,377.4302,0.955277651227537,0.467278512355767,0.0447223487724627,全满足,1,1,1,1,1.2 3 3 3 3 3 3 0.3 3 3 3 3 3 3 3 3 3 0.3 0.3 3 0.3 0.3 0.3 3,
W5P3,5,3,45,296130.889232877,257460.892232877,6580.68642739726,5721.35316073059,683.22,395.1,330.75,42.63,0,352.47,0.892103264996204,0.515895319223676,0.107896735003796,全满足,1,1,1,1,0.3 3 3 0.3 3 3 3 0.3 3 3 3 3 3 3 3 0.3 3 0.3 0.3 0.3 0.3 0.3 0.3 3,
W5P3,5,3,36,237548.796332877,198878.799332877,6598.57767591324,5524.41109257991,558.72,395.1,232.8498,69.2298,0,325.8702,0.824779043280182,0.583244201030928,0.175220956719818,全满足,1,1,1,1,0.3 0.3 2.1 0.3 0.3 0.3 3 0.3 3 3 3 3 3 3 3 0.3 3 0.3 0.3 0.3 0.3 0.3 0.3 3,
W5P4,5,4,72,600900.084232876,562230.087232876,8345.8345032344,7808.75121156773,1056.72,330.46,726.259999999999,0,0,330.46,1,0.312722386251798,0,全满足,1,1,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W5P4,5,4,63,503820.316132877,465150.319132877,7997.14787512502,7383.33839893455,932.22,330.46,604.4482,2.6882,0,327.7718,0.991865278702415,0.351603484156101,0.00813472129758518,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2.1 3 0.3 0.3 3 3 3 0.3 3,
W5P4,5,4,54,409989.991432877,371319.994432877,7592.40724875697,6876.29619320142,807.72,330.46,487.1616,9.9016,0,320.5584,0.970036918235187,0.396868221660972,0.0299630817648127,全满足,1,1,1,1,3 3 3 3 3 3 3 0.3 3 3 3 3 3 3 3 0.3 3 0.3 0.3 3 1.2 0.3 0.3 3,
W5P4,5,4,45,318214.793232877,279544.796232877,7071.43984961948,6212.10658295282,683.22,330.46,381.294,28.534,0,301.926,0.913653694849604,0.441916220251164,0.0863463051503964,全满足,1,1,1,1,0.3 3 3 3 3 3 3 0.3 3 3 3 3 3 3 0.3 0.3 3 0.3 0.3 0.3 0.3 0.3 0.3 3,
W5P4,5,4,36,224587.054332877,185917.057332877,6238.52928702435,5164.36270369102,558.72,330.46,279.8418,51.5818,0,278.8782,0.843909096411063,0.499137671821306,0.156090903588937,全满足,1,1,1,1,0.3 3 3 2.1 3 3 3 0.3 3 3 0.3 0.3 3 3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 3,
W6P1,6,1,72,396943.376132876,358273.379132876,5513.10244628995,4976.01915462328,1056.72,715.76,431.7862,90.8262,0,624.9338,0.873105230803621,0.591390150654857,0.126894769196379,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W6P1,6,1,63,298002.538232876,259332.541232876,4730.19901956947,4116.38954337899,932.22,715.76,312.69,96.23,0,619.53,0.865555493461496,0.664574885756581,0.134444506538505,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2.1 0.3 0.3 0.3 3,
W6P1,6,1,54,230043.171132877,191373.174132877,4260.0587246829,3543.94766912734,807.72,715.76,199.4942,107.5342,0,608.2258,0.849762210796915,0.753015648987273,0.150237789203085,全满足,1,1,1,1,0.3 3 3 3 3 1.2 3 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3,
W6P1,6,1,45,171601.942232877,132931.945232877,3813.37649406393,2954.04322739726,683.22,715.76,97.626,130.166,0,585.594,0.818142952945121,0.857108983929042,0.181857047054879,全满足,1,1,1,1,0.3 0.3 3 0.3 0.3 0.3 3 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3,
W6P1,6,1,36,99328.0991328768,60658.1021328768,2759.11386480213,1684.9472814688,558.72,715.76,14.2442,171.2842,0,544.4758,0.760696043366492,0.974505655784651,0.239303956633508,部分满足,1,1,1,0,0.3 0.3 0.3 0.3 0.3 0.3 0.3 3 3 3 3 3 3 3 3 3 3 2.1 0.3 0.3 0.3 0.3 0.3 0.3,
W6P2,6,2,72,506640.508232876,467970.511232876,7036.67372545662,6499.59043378995,1056.72,457.2,599.52,0,0,457.2,1,0.432659550306609,0,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W6P2,6,2,63,407699.670332876,369029.673332876,6471.42333861709,5857.61386242661,932.22,457.2,480.4238,5.4038,0,451.7962,0.988180664916885,0.484645469953444,0.0118193350831146,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2.1 0.3 0.3 0.3 3,
W6P2,6,2,54,339740.303232877,301070.306232877,6291.48709690512,5575.37604134957,807.72,457.2,367.228,16.708,0,440.492,0.963455818022747,0.545352349824197,0.0365441819772528,全满足,1,1,1,1,0.3 3 3 3 3 3 1.2 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3,
W6P2,6,2,45,281379.666432877,242709.669432877,6252.88147628615,5393.54820961948,683.22,457.2,263.0896,37.0696,0,420.1304,0.918920384951881,0.614926963496385,0.081079615048119,全满足,1,1,1,1,0.3 0.3 3 3 0.3 0.3 0.3 3 3 3 3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3,
W6P2,6,2,36,209029.982432877,170359.985432877,5806.38840091324,4732.22181757991,558.72,457.2,157.8116,56.2916,0,400.9084,0.876877515310586,0.717547966781214,0.123122484689414,全满足,1,1,1,1,0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 3 3 3 3 3 3 3 3 3 3 2.1 0.3 0.3 0.3 0.3 0.3,
W6P3,6,3,72,607774.332232876,569104.335232876,8441.31016990106,7904.22687823439,1056.72,291.44,765.28,0,0,291.44,1,0.27579680520857,0,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W6P3,6,3,63,508833.494332876,470163.497332876,8076.72213226788,7462.9126560774,932.22,291.44,646.1838,5.4038,0,286.0362,0.981458276146034,0.306833365514578,0.0185417238539665,全满足,1,1,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2.1 0.3 0.3 0.3 3,
W6P3,6,3,54,423104.385232877,384434.388232877,7835.26639320142,7119.15533764586,807.72,291.44,532.612,16.332,0,275.108,0.943961021136426,0.340598227108404,0.056038978863574,全满足,1,1,0,1,1.2 3 3 3 3 3 3 3 3 0.3 3 3 3 3 3 3 0.3 3 3 0.3 0.3 0.3 0.3 3,
W6P3,6,3,45,356081.474432877,317411.477432877,7912.92165406393,7053.58838739726,683.22,291.44,424.2756,32.4956,0,258.9444,0.88849986275048,0.379005883902696,0.11150013724952,全满足,1,1,1,1,0.3 3 3 3 3 3 0.3 0.3 3 0.3 3 3 3 3 3 3 0.3 3 3 0.3 0.3 0.3 0.3 0.3,
W6P3,6,3,36,271841.376332877,233171.379332877,7551.14934257991,6476.98275924658,558.72,291.44,313.2438,45.9638,0,245.4762,0.842287263244579,0.439354596219931,0.157712736755421,全满足,1,1,1,1,0.3 3 3 3 3 2.1 0.3 0.3 0.3 0.3 3 3 3 3 3 0.3 0.3 0.3 3 0.3 0.3 0.3 0.3 0.3,
W6P4,6,4,72,647267.068232876,608597.071232876,8989.82039212328,8452.73710045661,1056.72,226.8,829.92,0,0,226.8,1,0.214626391096979,0,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,
W6P4,6,4,63,549353.518232877,510683.521232877,8719.89711480756,8106.08763861709,932.22,226.8,705.42,0,0,226.8,1,0.243290210465341,0,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 0.3 0.3 3 3 3 3 0.3 2.1 3 3 3 3 3 3 3,
W6P4,6,4,54,444505.657232877,405835.660232877,8231.58624505327,7515.47518949772,807.72,226.8,581.742,0.822000000000001,0,225.978,0.996375661375661,0.279772693507651,0.00362433862433863,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 0.3 0.3 0.3 3 3 3 0.3 0.3 1.2 3 3 0.3 3 3 3,
W6P4,6,4,45,355530.557132877,316860.560132877,7900.67904739726,7041.34578073059,683.22,226.8,464.4542,8.0342,0,218.7658,0.964575837742504,0.32019817921021,0.0354241622574956,全满足,1,1,0,1,3 3 3 3 3 3 3 3 0.3 0.3 0.3 0.3 3 3 3 0.3 0.3 0.3 3 3 0.3 0.3 0.3 3,
W6P4,6,4,36,256872.233132877,218202.236132877,7135.33980924658,6061.17322591324,558.72,226.8,348.8802,16.9602,0,209.8398,0.925219576719577,0.375572379725086,0.0747804232804233,全满足,1,1,1,1,2.1 3 3 3 3 3 3 0.3 0.3 0.3 0.3 0.3 3 3 0.3 0.3 0.3 0.3 3 0.3 0.3 0.3 0.3 3,
