E_cap_MWh,P_cap_MW,design_scenario_id,capacity_basis_method,wind_cap_MW,pv_cap_MW,annual_days,annual_NH3_t,annual_total_cost,annual_storage_cost,mean_delta_NH3_t,mean_curtail_reduction_MWh,worst_daily_NH3_t,worst_shortfall_t,worst_case_scenario_id,annual_average_unit_cost
130,32.5,ALL_MINIMAX,minimax_daily_energy_fixed_ratio_storage_loss_margin,307.064113494467,491.302581591147,360,25910.927628168,232850819.02973,9095067.58952705,2.06915314742313,151.978440013221,71.8487938027999,0.151206197200111,W2P1,8986.58752674665
